"WKT","Nodes_ID"
"POLYGON ((3.44536716589287 51.2764907922992,3.44537974133174 51.2764307592947,3.44564603967163 51.276438788955,3.44611877522861 51.276446655939,3.44617935920967 51.2764377739254,3.44650989435853 51.27645226419,3.44682332695109 51.2764305045543,3.44712447360372 51.2763941528225,3.44752627709966 51.2763504829848,3.44805478767853 51.2762936336213,3.44865591074684 51.2762146099014,3.44907761256854 51.2761535217723,3.44913477277103 51.2761452411322,3.44956823979581 51.2760984944412,3.45004098918989 51.2760380120011,3.45033214164746 51.2760005874319,3.45079866801392 51.2759516865448,3.45118244759948 51.2758933196083,3.45146432821873 51.2758377551969,3.45194653950681 51.2757567415697,3.45239568897563 51.2756778752468,3.45270927181402 51.2756183386731,3.45309553888182 51.2755348304658,3.45351147106251 51.2754617031366,3.45380763407572 51.2754072695709,3.45403469377045 51.2753597816309,3.45433700117506 51.2752955579135,3.45473502695329 51.2752050460375,3.45506869999596 51.2751107695851,3.45546770575611 51.2749968942302,3.45593690488118 51.2748500118234,3.45639920769218 51.2746625531011,3.45663927923325 51.2745100770004,3.45687346797476 51.274361100084,3.45700478187563 51.2742041260167,3.4570919848905 51.2741075636484,3.45722895822969 51.2738841477819,3.45727793882204 51.2737419957768,3.45735772721529 51.2735149357128,3.45740630136292 51.2732801660297,3.4574392704859 51.2730415420313,3.45746869275261 51.2728190437369,3.45748511811794 51.2725306935112,3.45751398650298 51.2721850042319,3.45751358577111 51.2720660145513,3.45751292296835 51.2718693911895,3.45752821285395 51.2716079957589,3.45754503922208 51.2714464303313,3.45755565451992 51.2711939491753,3.45755205886868 51.270938535939,3.45754977676119 51.2707541753924,3.45763289189629 51.2707546512417,3.45756482957822 51.2706006723668,3.45753610805796 51.2706019959648,3.4574231910047 51.2704580648044,3.45724985801399 51.2702510931059,3.45696043865944 51.2699756650779,3.45674986157741 51.2698364100893,3.45652480487777 51.2697688471258,3.45628063191822 51.269746821908,3.45600788462385 51.2697566927462,3.45573283452355 51.2697872047224,3.45553886412588 51.2697983787035,3.45532657611317 51.2698020563539,3.45502059187481 51.2697502329165,3.4546422781491 51.2696801262391,3.45438853456001 51.269647149846,3.45421869312502 51.2696299488495,3.45408907158838 51.2696107177403,3.45410607554609 51.2695813275467,3.45386484516251 51.2695575488422,3.4538648072203 51.2695584473037,3.45377445719375 51.2695596466846,3.45341019957846 51.2695302305051,3.45285702725407 51.2694940839889,3.45236947632363 51.2694653171568,3.45205640440079 51.2694457371098,3.45197278592756 51.2695252726058,3.45189759683911 51.2695941456722,3.45160740711848 51.2696244086507,3.45174475117214 51.2694945144517,3.45180670320052 51.2693849486209,3.45145764309712 51.269335099091,3.45109067492373 51.2693020341385,3.45061949003712 51.2692591450167,3.45027219717305 51.2692353959151,3.4498339186545 51.2691939496489,3.44942700089166 51.2691566195601,3.44906561391943 51.2691272375215,3.44856009438323 51.2690828707126,3.44819580607084 51.2690543367041,3.44780550823043 51.2690307643203,3.44753356019743 51.2690217467211,3.44713402521186 51.2690133035583,3.44674372831478 51.2689897276173,3.44626948500619 51.2689854335093,3.44581016097575 51.2690011665017,3.44543594939815 51.269003928315,3.44500742597691 51.2690030876412,3.44477889240653 51.2690181639192,3.44450689470169 51.2690442048797,3.44415037824938 51.2691030036936,3.44385042983201 51.2691798282711,3.44344613583441 51.2692836851539,3.44323250525649 51.2693529548807,3.4429127912345 51.2694564214325,3.44268472068503 51.2695281470265,3.44255560841527 51.2695646571846,3.44246381973022 51.2696674268277,3.44242910641968 51.2698439780861,3.44241046691877 51.2699794369852,3.44239086059589 51.2701715253813,3.44236879406528 51.2703878500022,3.4423509403661 51.2705386075387,3.44235153814157 51.2707274364022,3.44232934269438 51.2709806226423,3.44230631520222 51.2711519737592,3.44222913173845 51.2713835633458,3.44217463820176 51.2716209267947,3.44212623110789 51.2718161309334,3.44210789666593 51.2721134400304,3.44209461263204 51.2723254150714,3.44208501607433 51.2725518372759,3.44202420550719 51.2728367488739,3.441992161743 51.2730178401383,3.44191982145217 51.2733717928083,3.44184607771858 51.273657388082,3.441803958353 51.2737717751298,3.44160832242816 51.2737541254338,3.44160666232568 51.2737594931402,3.44153074279031 51.2739272641482,3.44171375387804 51.2739384091962,3.44169245106128 51.274035160601,3.44154492358382 51.2741675703842,3.44141372445146 51.2742867657472,3.44125500356935 51.2744126943166,3.44111920016494 51.2745390060125,3.44102810905267 51.2746588691294,3.44094387383267 51.2747860405238,3.44093254258551 51.2749180251125,3.44099576798589 51.2751510572997,3.44105843049232 51.2752959642394,3.44114880751671 51.275429645568,3.44135799010279 51.2756012740118,3.44178576809646 51.2757225990347,3.44227002728683 51.2758304784222,3.44291351129944 51.2759697822778,3.44342401635292 51.2760673044563,3.44386228916395 51.2761780079282,3.44426940445804 51.2762459311065,3.44471930553106 51.2763190599428,3.44505781350251 51.2763822412236,3.44504484587527 51.2764854259568,3.44536716589287 51.2764907922992))","11671"
"POLYGON ((3.39135765378452 51.3173662363383,3.39136551992203 51.3171855593885,3.39160657472375 51.3172184531234,3.39165215393592 51.3173909697315,3.39187295493562 51.3173947443737,3.39182530221709 51.3172698475769,3.3919535206876 51.3172909218131,3.39228841012207 51.3172777634166,3.39220671143302 51.3172098305855,3.39239986610566 51.3169586739571,3.39282260567586 51.3170369306629,3.39298109757248 51.316724937496,3.39302185424948 51.3166456099368,3.39265506050858 51.3165017732832,3.39279182359233 51.3161615367571,3.39215759134213 51.3159978425495,3.39109569822997 51.3158034550299,3.39092920608073 51.3161341897767,3.39040734082848 51.3160919946054,3.39031960108065 51.3162946000326,3.39014562822573 51.3161711374909,3.39000899430011 51.3159152404716,3.39043621787951 51.315626731825,3.39084706081373 51.3154836020944,3.39125387259104 51.3154330141434,3.39176414433023 51.3154777050959,3.39244953724222 51.3156854343075,3.39270544420857 51.3157725293152,3.39299445896618 51.3159231291058,3.39312006959659 51.3160700374603,3.39322197779677 51.3158712691665,3.39320164562867 51.3158439468821,3.39306790392025 51.3157850160778,3.39300956278538 51.3157408606032,3.39304055563833 51.3155561660582,3.39343739104992 51.3148112603365,3.3937870075923 51.3140961180017,3.39397927397212 51.3136669129969,3.39410181795979 51.3134882776439,3.39429973248772 51.3132920467967,3.39446416116346 51.3133380131932,3.39450949043464 51.3133513756853,3.39462232058214 51.3131321120469,3.39448330811758 51.313095571082,3.39459533426966 51.3129608140144,3.39466917045246 51.3127804470694,3.39478371122197 51.312422745117,3.39493797226125 51.3120423425438,3.39505351338991 51.3116945476303,3.39519144799496 51.3112275477617,3.39509029894093 51.310947086422,3.39488106414981 51.3105128247125,3.3946234269956 51.3100040057041,3.39436689367148 51.3095689351113,3.39400165364214 51.3091266124332,3.39358758353948 51.3085207097889,3.39340137517447 51.3081183081153,3.39307621236988 51.3075795590988,3.39276393327982 51.3071075662882,3.39251703752887 51.3066825464604,3.39207789857898 51.3060932922032,3.39131063638529 51.3050344656345,3.39112006655849 51.3047659580703,3.39115766110496 51.3047261394266,3.39094277483489 51.3046208598329,3.39091580018188 51.3046473730655,3.39058478262322 51.3046066429195,3.39013290408673 51.3046402721038,3.38938415901034 51.3046724135874,3.38866174560429 51.3047256818203,3.38787519798129 51.3047364860083,3.38726236253438 51.3047439678963,3.38695684080964 51.304776495781,3.38581603538155 51.3048189773133,3.38444319602762 51.3048862386128,3.38390752658732 51.3049004225166,3.3832320720064 51.3049292867522,3.38243301135695 51.3049964861478,3.38225764624062 51.3050375308839,3.38202918492167 51.3052431072598,3.38185493509776 51.305422640371,3.38167164805688 51.3056775461596,3.38155206837677 51.3056566090008,3.3814402191709 51.3057868613026,3.38144870096164 51.3057897047813,3.38157493826135 51.3058224451562,3.38119556439851 51.3061000553979,3.38122240360533 51.3061751465689,3.38143082624214 51.3064934303972,3.38148517577149 51.3065626999925,3.38172134820448 51.3068697721124,3.38177717285667 51.3069381669682,3.38196439635378 51.3072165237866,3.38201878693331 51.307284894711,3.38215109191152 51.307474190811,3.38220548311191 51.307542560752,3.38231043684007 51.307734084652,3.38236482858352 51.3078024545209,3.38252054374959 51.308047000703,3.38257493613486 51.308115371375,3.38307712269163 51.3090321348501,3.38313151706411 51.30910050527,3.38327296367087 51.3091793617843,3.38372198230746 51.3094811069002,3.38356911591837 51.3095917605744,3.38377554575213 51.3098578554854,3.38395252196408 51.3100757895698,3.38420993754349 51.3103571449658,3.38463463743751 51.310881442761,3.38498513178209 51.3112983662035,3.38513468426142 51.3115203239904,3.38551269469525 51.3122272429252,3.38588439535728 51.3129475403943,3.38602972201232 51.3132665313323,3.38616257484734 51.3135154372001,3.3862830366769 51.3137411280852,3.38654534550219 51.3141412493794,3.38669051858902 51.3143981966194,3.38696944004716 51.3146808131504,3.38716497057162 51.3149017571267,3.3873426864028 51.314873332481,3.38748610318533 51.3148577870087,3.38757189750933 51.3148484867169,3.38766654439882 51.3148824775135,3.38777561238882 51.3149805551267,3.38788069430023 51.3150713704294,3.38807500134988 51.3151888901304,3.38823552770809 51.3152914446631,3.38838658464566 51.3153479801913,3.38840794057718 51.3154175806971,3.38860673315796 51.3153994052429,3.38858753136742 51.3152803891498,3.38869375798696 51.3152462422652,3.38879199442985 51.3152308402424,3.38893666616495 51.3152692833304,3.38907655111847 51.3153517020469,3.38917562559172 51.315448707667,3.38931422019414 51.3155607753197,3.38940351875541 51.3156845879258,3.38949191914319 51.3158290653684,3.38959270400686 51.3159198053223,3.38973256730241 51.3159698541471,3.38977558354631 51.3161351338791,3.38994987708546 51.3163170461322,3.39024791841855 51.3164579166072,3.39016188420347 51.316654257448,3.39016461508106 51.3167891754743,3.39036858575942 51.3168169419375,3.39042742709038 51.316684875519,3.39060724353923 51.3167401022365,3.39050389833928 51.3170044811195,3.39059167691727 51.3171633326663,3.39078852023655 51.3171900779291,3.39081580443097 51.317090739749,3.39104949366413 51.3171280047659,3.39108481551314 51.3173308712618,3.39109769870175 51.3174048664173,3.3913553489317 51.3174191630973,3.39135765378452 51.3173662363383),(3.39154275656125 51.3090612141301,3.39154295260773 51.3090567219653,3.39155426335726 51.3090605113985,3.39154275656125 51.3090612141301))","7206"
"POLYGON ((3.4881082489938 51.3295792421887,3.48912551485865 51.3288585051648,3.48895151696076 51.3284510709068,3.48945373410244 51.3282452447768,3.49188818155182 51.3281652103184,3.49279644899756 51.3282042288007,3.49271302948704 51.3284168656392,3.49520926044141 51.3286479606454,3.4982116877288 51.3294815121522,3.49872957680656 51.3288946734626,3.49689438314169 51.328294031116,3.4944859399913 51.3277793741495,3.49343008984425 51.327595913749,3.49333990458909 51.3270001306923,3.49176496116689 51.3246908009916,3.49154347205204 51.3240478148275,3.49146004162048 51.3238056085812,3.48863823686911 51.3237156928247,3.4886043971288 51.3237358226346,3.48855229032241 51.3238158958032,3.4883727840561 51.3238575324754,3.48821903470652 51.3238931946798,3.48792490942601 51.3240304703794,3.48744977440054 51.3242762919265,3.4870969566815 51.32454837848,3.48671385391738 51.3247894017712,3.48621948276996 51.3250834576673,3.48605945778443 51.3252049301192,3.48597859191053 51.3251478674822,3.48574993364571 51.3252978939764,3.48591889376233 51.3253761724118,3.48549318023874 51.3256407730874,3.48505701108442 51.325984325292,3.48451671574045 51.3264160909384,3.48401122413649 51.3268043643572,3.48376222867832 51.3269945152581,3.48352736362791 51.3272244581473,3.4832887098812 51.3275109827137,3.48315087877398 51.3277541959306,3.4830690117543 51.327824790211,3.48286193303894 51.3278348989857,3.48465860253388 51.329427768404,3.4857016205476 51.3292289721908,3.48549621410991 51.3291986524806,3.48545591252778 51.3290631282101,3.48568888843497 51.3290516377017,3.48593312697807 51.329149124175,3.48582894942847 51.3292040725757,3.48615153756298 51.3291427903152,3.48727845099063 51.3294470568491,3.4881082489938 51.3295792421887),(3.49115464147908 51.3246665040324,3.4915630726379 51.3244717337449,3.49157821889338 51.3247300276629,3.49125315169944 51.3247481255347,3.49115464147908 51.3246665040324))","11911"
"POLYGON ((3.56876128281087 51.4457853666821,3.57019755217431 51.4451621402478,3.5700991524461 51.4451039685319,3.56997130674443 51.4450264577595,3.56993778962431 51.4449647986436,3.56992554796887 51.4448746992463,3.56996434890419 51.4447674111218,3.57055260192922 51.4449896346415,3.57156673254859 51.4455016828482,3.57187009829744 51.4456520455136,3.57230519437376 51.445456502045,3.57248510947276 51.4453672292768,3.57292072905073 51.4454633555278,3.57564596177689 51.4444078070327,3.57565925954049 51.4443990220559,3.57559713293882 51.4443692891563,3.57534842698984 51.4442917108236,3.57565104271082 51.4441697729268,3.57568212054964 51.4441853921059,3.5755907259525 51.4442406197573,3.57560867008715 51.4442597786662,3.57577009353193 51.444325215086,3.57645284802509 51.4438700580521,3.57670336659927 51.4433938214223,3.57664342925212 51.4434540316051,3.57630216652879 51.443731008982,3.57623357217505 51.4433532753697,3.57635901383719 51.4432248547749,3.57660466221556 51.4429076824309,3.57697067445298 51.4424575079902,3.57726737511502 51.4419046625114,3.57726741081226 51.4419037640068,3.57727025204415 51.441904707151,3.57730886730943 51.4418378733282,3.57715068147224 51.441763497713,3.57713979759526 51.4417840080686,3.57713670935126 51.441789354498,3.57682104363665 51.4416954579014,3.57659028003975 51.4416010775262,3.57625289454198 51.4414744761065,3.57588356904235 51.4412826436823,3.57565598082281 51.441108290883,3.57553880706181 51.4409068772876,3.57554404523484 51.440774791585,3.57556582555329 51.4406609439825,3.57566896181135 51.4404908147309,3.57570224324529 51.4403771457229,3.57580195871869 51.4402932764901,3.57555560266315 51.4401932574656,3.57545573278905 51.4402447561708,3.57535446592106 51.4403295675039,3.57526432634893 51.440164178948,3.5754565983023 51.4400415750886,3.57471983621108 51.4396111801162,3.57427338734199 51.4397319317793,3.57365275784681 51.4398553743979,3.5730933198487 51.4399231202108,3.57276021226658 51.4399790903593,3.57265036946649 51.4398470180046,3.57238181730261 51.4399075848505,3.57242476393404 51.4400215372521,3.57112398124411 51.4402090350022,3.57087429547032 51.4402653968587,3.57071776041956 51.4401137152899,3.57048608672487 51.4401874389566,3.57058582433155 51.4403202559862,3.57008676934283 51.4404248893848,3.56948213994513 51.4403264824096,3.56927707157705 51.4404545628253,3.5696768834519 51.4406747615532,3.56944359130728 51.4412951072724,3.56911285215639 51.441218937707,3.5689746747568 51.4413651396626,3.56944417242856 51.4414974129663,3.56938442167613 51.441625054622,3.56957156407541 51.4416944959712,3.56953395720643 51.4421695325615,3.56953120383296 51.4422387199851,3.5696373151024 51.4422475623186,3.56973717499904 51.4422688939948,3.56976286846213 51.4427440151246,3.56978049963188 51.4431686614569,3.56975475506832 51.4438156096424,3.56977960464643 51.4442035051522,3.56971996881235 51.4445451331484,3.56964991509447 51.4447508362428,3.56959189323111 51.4449072757777,3.56914567351477 51.4450567828715,3.56858831638474 51.4452872764327,3.56831553345603 51.4454169986775,3.56817567506561 51.4454966413479,3.56817003129384 51.4454938561607,3.56811990889686 51.4456324360974,3.56610534871831 51.4455660203341,3.56621775714678 51.4461027314974,3.56533492360371 51.4462679023265,3.56583264164451 51.4466676595568,3.56787350314291 51.4465807449992,3.56876128281087 51.4457853666821))","8901"
"POLYGON ((4.04739784381052 51.2871872984882,4.0476157291298 51.2871394546335,4.04764393835896 51.2872045075721,4.04778494334786 51.2871872472945,4.04782106275722 51.2871777723872,4.04779858732087 51.2871127845784,4.04787903609317 51.2870965874991,4.0482168150067 51.2870285816781,4.04871512689546 51.2869021419197,4.04916704882 51.2867931490176,4.04949826606924 51.2866935593735,4.04981423986563 51.2865758131736,4.04982815382568 51.2865903567085,4.04994326165083 51.2865269465638,4.04993484527757 51.286520557014,4.05011435075649 51.2864120341979,4.05031385318697 51.286207545625,4.05048021628091 51.2859595233615,4.05056649572204 51.2857537366468,4.05069434910853 51.2854495333749,4.05083400512091 51.2851337787745,4.05088423729457 51.2849842171667,4.05099521120053 51.2850133578177,4.05105711718227 51.2848567383376,4.05094760292493 51.284826715523,4.05106720594189 51.2846087235598,4.05124216286069 51.284311352427,4.05141732062909 51.2840562380271,4.05157352205903 51.2839105865761,4.05159353225154 51.2839126132691,4.05169944222033 51.2837708811972,4.05156009710455 51.2837315277455,4.05126749267609 51.2836382751689,4.05123125531935 51.2836343298172,4.05160574920455 51.2834522842179,4.05199693322497 51.2834991856061,4.05227138352804 51.2835265991151,4.05269761197407 51.2835602428187,4.05301667549212 51.2835324258735,4.05348187025539 51.2834091841533,4.05357588280811 51.2833805907025,4.05425883317277 51.283163639518,4.05442479737733 51.283111773231,4.05504196175403 51.2832356280316,4.05489616470221 51.2832832959005,4.0550810559757 51.2833833999806,4.05512011540668 51.2833712595601,4.05600902300188 51.2837140420746,4.05650490509654 51.283867137993,4.05687446669287 51.2839765369026,4.05731122726256 51.2837954185532,4.05737566611113 51.2838473965691,4.05744083347064 51.2838247650544,4.05759769380912 51.2838040773434,4.05755011333708 51.2837639778609,4.05775463071628 51.283731246916,4.05796701814872 51.2837237768625,4.05820514529485 51.2836195063107,4.05812365418251 51.283166370391,4.05785265789176 51.2827227629728,4.05745477681259 51.282354126362,4.0574427114196 51.2823608809652,4.05715151248282 51.2821038206238,4.05741701553283 51.2819752083362,4.05761735505954 51.2818390421624,4.05775870347881 51.2817102943932,4.05788066517036 51.2815579516093,4.05802341642928 51.2813312265284,4.05814779586346 51.281095301704,4.05832897294277 51.2807791119587,4.05855204189436 51.2804517117157,4.05862472596641 51.2802682403691,4.05868047514038 51.2800755858874,4.0587076407672 51.2798799090599,4.05867595085638 51.2796871571733,4.05864314245273 51.279533051227,4.05879290122783 51.279509584018,4.05873002347886 51.2793047903333,4.05853717240975 51.2793313631896,4.05849761718979 51.2792122420804,4.0584423737672 51.2789913528966,4.05831761950299 51.2787453984723,4.05815063744444 51.2786212288713,4.05788423526997 51.2785148073403,4.05753060880531 51.2784505431353,4.0571978512163 51.2784080927123,4.05661995829909 51.2783664419177,4.05619142916706 51.2783642510227,4.05573223661182 51.2783320414592,4.05521166232519 51.2782910376357,4.05493739851163 51.2782582381915,4.05460761660056 51.2782122184846,4.05431792947651 51.2781675542467,4.05369914215366 51.2780535004661,4.05325136973238 51.2779737624936,4.05298419494977 51.2779437375113,4.05255217837801 51.2779630695755,4.05210137555171 51.2779875801831,4.05156667830729 51.2780380982649,4.0511146705262 51.2781039460398,4.0509145772054 51.278133120046,4.05091040073506 51.2779811375228,4.05063175258995 51.2780498675209,4.05057418691528 51.278156192003,4.05051493186132 51.27822204032,4.05037642754361 51.2782528188877,4.05011290996072 51.2783432969576,4.04988537208443 51.2784287940316,4.04968080484303 51.278562201447,4.04960489632743 51.2786584249861,4.04956879448808 51.2787658937726,4.04955640650042 51.2788466639637,4.04958020114825 51.2789647090691,4.04957311876649 51.2791093704301,4.0495788799164 51.2792559764726,4.04956668607866 51.2794284492193,4.04950389242707 51.2796156247899,4.04946845496636 51.2797986189943,4.04940772962033 51.2799147953777,4.04932498621049 51.2800486999862,4.04925214898332 51.2801377676921,4.04915635836371 51.2802274704306,4.04911328113872 51.2802791195093,4.04911471406772 51.2802791359848,4.04908349427734 51.2803174358062,4.0489879564306 51.28044759716,4.04889125539246 51.2806667484568,4.0488493579328 51.2808253948782,4.04881465264198 51.280983225019,4.04877889742511 51.2811770031258,4.04879304375722 51.281330898377,4.04880131154037 51.2814406742628,4.04879825289306 51.2816438181768,4.04880140862583 51.2817814045113,4.04884442651456 51.2819284381474,4.04886920855134 51.2820617782795,4.04890014314717 51.2821808036972,4.04892382475549 51.2823518891652,4.04899438584239 51.2824884508088,4.04906840987621 51.2826538213378,4.04916056442888 51.282836479957,4.04919998565007 51.2830086452889,4.04904414617284 51.2829942723592,4.04903887785667 51.2831749145893,4.04928521272195 51.2831831342463,4.04954082003916 51.2832175303346,4.04948537726248 51.2833490510296,4.04914513910029 51.2833163805904,4.04901543599157 51.2834380592903,4.04891562645819 51.2835178269032,4.04882887156617 51.2835923497864,4.04871009877396 51.2837815799517,4.04865952063147 51.2839428234174,4.0486336801881 51.2840423182532,4.04862250355715 51.2841797406417,4.04860160116496 51.2843557090509,4.04850604358468 51.2845353163672,4.04839582276349 51.2846769960324,4.04818223171943 51.2848237828167,4.04789421116048 51.2850155651623,4.04767374569257 51.2852503763489,4.04748209907509 51.2854801240964,4.04722646201074 51.2857900483257,4.04711273785393 51.2859532628827,4.04696020061974 51.2861690746473,4.04686029239586 51.2863009820034,4.04676108111153 51.2864580705121,4.04668094731868 51.2866000942293,4.04664753318609 51.2866310118206,4.04653506896421 51.2867350695584,4.04637572584702 51.2868402223902,4.04620110259561 51.2869775648985,4.04607709993636 51.2870507585665,4.04672085715569 51.2872460504142,4.0467622370335 51.287252818938,4.0467994578986 51.2872055990184,4.04711917052762 51.2872056747361,4.04739784381052 51.2871872984882))","11910"
"POLYGON ((3.62062489588993 51.5006248839426,3.6205764342305 51.5006115649127,3.620543078391 51.50061735531,3.62058988193688 51.5007106670773,3.62065992670307 51.5006874490761,3.62067269735166 51.5006552748414,3.62062489588993 51.5006248839426))",
