"ID","Literature_ID","Nodes_ID","Edges_ID","Pertains_To","Pages"
"16346","586","12438",NULL,,"413 - 418"
"16348","652","12438",NULL,,"370f"
"16350","652","12439",NULL,,"371"
"16352","586","12439",NULL,,"418f"
"16354","586","12440",NULL,,"419f"
"16356","652","12440",NULL,,"372"
"16358","652","12441",NULL,,"274f"
"16360","586","12441",NULL,,"38f"
"16362","652","12442",NULL,,"376"
"16364","586","12442",NULL,,"430"
"16366","652","11707",NULL,,"377"
"16368","652","12443",NULL,,"378"
"16370","586","12443",NULL,,"433"
"16372","1646","11909",NULL,,"280-81"
"16374","652","12444",NULL,"tolls","381"
"16376","652","12444",NULL,,"381"
"16378","586","12444",NULL,,"444f"
"16380","586","12445",NULL,,"446f"
"16382","652","12445",NULL,,"382"
"16384","652","7949",NULL,"fairs","383"
"16386","586","12278",NULL,,"460f"
"16388","586","12278",NULL,"tolls","460"
"16390","652","12278",NULL,,"384f"
"16392","586","12446",NULL,,"471 - 473"
"16394","652","12446",NULL,,"387f"
"16396","586","12447",NULL,,"498 - 500"
"16398","652","12447",NULL,,"392 - 394"
"16400","652","12448",NULL,,"437"
"16402","652","1127",NULL,"fairs","437f"
"16404","540","12449",NULL,,"68f"
"16406","652","12449",NULL,,"450"
"16408","652","1686",NULL,"fairs","467"
"16410","652","1672",NULL,"fairs","464f"
"16412","942","11914",NULL,,"Sint Maartensdijk"
"16414","552","12455",NULL,,"127, 135, 136, 212, 413, 458, 459, 542"
"16416","216","11924",NULL,,"plaatsnaam: Biervliet (consulted 08 July 2020)"
"16418","942","11924",NULL,,"Biervliet"
"16420","216","11964",NULL,,"300 (consulted 08 July 2020)"
"16422","652","1837",NULL,"fairs","486"
"16424","540","12456",NULL,"fairs","136"
"16426","540","12456",NULL,,"135f"
"16428","652","12456",NULL,,"497f"
"16430","652","12456",NULL,"tolls","497f"
"16432","1686","12459",NULL,,"31-33"
"16434","652","12458",NULL,,"499"
"16436","540","12458",NULL,,"137f"
"16438","1686","7279",NULL,,"29-31"
"16440","540","12461",NULL,"fairs","149"
"16442","540","12461",NULL,,"148f"
"16444","652","12461",NULL,,"506"
"16446","1686","12462",NULL,,"33"
"16448","1646","12462",NULL,,"314"
"16450","216","12463",NULL,,"plaatsnaam: IJzendijke (consulted 08 July 2020)"
"16452","1686","12465",NULL,,"25-27"
"16454","942","12463",NULL,,"IJzendijke"
"16456","1688","11938",NULL,,
"16458","1690","11938",NULL,,
"16460","216","12470",NULL,,"plaatsnaam: Sas van Gent (consulted 08 July 2020)"
"16462","1688","12470",NULL,,
"16464","1690","12470",NULL,,
"16466","540","12469",NULL,"fairs","153"
"16468","652","12469",NULL,"fairs","511"
"16470","540","12469",NULL,,"153f"
"16472","652","12469",NULL,,"511"
"16474","540","12471",NULL,,"165"
"16476","652","12471",NULL,,"514 -516"
"16478","652","2736",NULL,"fairs","516"
"16480","652","12472",NULL,,"534f"
"16482","540","12472",NULL,,"197f"
"16484","652","12474",NULL,"fairs","541"
"16486","652","12474",NULL,,"541"
"16488","540","12474",NULL,,"205"
"16490","1692","11924",NULL,,"374"
"16492","1692","11964",NULL,,"347"
"16494","1692","12463",NULL,,"374"
"16496","216","11849",NULL,,"plaatsnaam: Oudewater (consulted 08 July 2020)"
"16498","942","11849",NULL,,"Oudewater"
"16500","652","12479",NULL,"fairs","542"
"16502","540","12479",NULL,,"208"
"16504","652","12479",NULL,,"542"
"16506","1686","12478",NULL,,"19-27"
"16508","652","3029",NULL,"fairs","548"
"16510","652","3413",NULL,"fairs","554"
"16514","540","12493",NULL,,"247f"
"16516","652","12493",NULL,,"565f"
"16518","652","12495",NULL,,"571"
"16520","540","12495",NULL,,"258f"
"16522","652","12495",NULL,"fairs","571"
"16524","540","12495",NULL,"fairs","258f"
"16526","652","12499",NULL,"fairs","577f"
"16528","652","12499",NULL,,"577f"
"16530","540","12499",NULL,,"269"
"16532","540","10765",NULL,,"279f"
"16534","652","12508",NULL,,"612f"
"16536","540","12508",NULL,,"336f"
"16538","652","11881",NULL,,"613f"
"16540","540","11881",NULL,,"338f"
"16542","62","8381",NULL,,"231"
"16544","652","5092",NULL,"staple","615"
"16546","652","5165",NULL,"staple","617f"
"16548","652","5165",NULL,,"617f"
"16550","652","5688",NULL,"fairs","630"
"16552","652","12512",NULL,,"637f"
"16554","540","12512",NULL,,"371f"
"16556","540","6200",NULL,,"380 - 382"
"16558","652","12513",NULL,,"650f"
"16560","540","12513",NULL,,"384"
"16562","4","12515",NULL,,"485"
"16564","652","6541",NULL,"fairs","654f"
"16566","652","6799",NULL,"fairs","665"
"16568","540","12516",NULL,"fairs","412"
"16570","540","12516",NULL,,"412"
"16572","652","12516",NULL,,"665f"
"16574","540","12517",NULL,,"417"
"16576","652","12517",NULL,,"673f"
"16578","540","12518",NULL,,"428f"
"16580","652","12518",NULL,,"680f"
"16582","652","7014",NULL,"fairs","683"
"16584","652","7014",NULL,,"683"
"16586","540","7014",NULL,,"432f"
"16588","652","12519",NULL,,"705f"
"16590","540","12519",NULL,,"460f"
"16592","540","12519",NULL,"fairs","461"
"16594","652","12519",NULL,"fairs","705f"
"16596","652","12520",NULL,,"713f"
"16598","652","12521",NULL,"fairs","721f"
"16600","652","12521",NULL,,"721f"
"16602","540","12521",NULL,,"486f"
"16604","652","12522",NULL,,"721f"
"16606","652","8272",NULL,"staple","722f"
"16608","652","12523",NULL,,"739f"
"16610","540","12523",NULL,,"512f"
"16612","942","3191",NULL,,"Hooghalen (Midden-Drenthe, D)"
"16614","942","6393",NULL,,"Rhee (Tynaarlo, D)"
"16616","942","8092",NULL,,"Vries (Tynaarlo, D)"
"16618","942","3190",NULL,,"Hoogeveen (Hoogeveen, D)"
"16620","942","10814",NULL,,"Hoogeveen (Hoogeveen, D)"
"16622","216","11869",NULL,,"plaatsnaam: Grootebroek (consulted 08 July 2020)"
"16624","1534","11869",NULL,,"(consulted 14 September 2020)"
"16626","942","11869",NULL,,"Grootebroek"
"16628","942","3627",NULL,,"Zuidwolde (De Wolden, D)"
"16630","216","897",NULL,,"plaatsnaam: Grootebroek (consulted 08 July 2020)"
"16632","1534","897",NULL,,"(consulted 14 September 2020)"
"16634","942","897",NULL,,"Bovenkarspel"
"16636","942","6612",NULL,,"Ruinen (De Wolden, D)"
"16638","942","12482",NULL,,"Lutjebroek"
"16640","216","12482",NULL,,"plaatsnaam: Grootebroek (consulted 08 July 2020)"
"16642","1534","12482",NULL,,"(consulted 14 September 2020)"
"16644","216","3192",NULL,,"plaatsnaam: Grootebroek (consulted 08 July 2020)"
"16646","1534","3192",NULL,,"(consulted 14 September 2020)"
"16648","942","3192",NULL,,"Hoogkarspel"
"16650","942","511",NULL,,"Beilen (Midden-Drenthe, D)"
"16652","652","12524",NULL,,"756f"
"16654","586","12524",NULL,,"500f"
"16656","942","4792",NULL,,"Martenshoek (Midden-Groningen, Gr)"
"16658","942","12270",NULL,,"Dronrijp (Waadhoeke, Fr)"
"16660","942","5650",NULL,,"Ommerschans (Ommen, O)"
"16662","1432","12521",NULL,"fairs","221"
"16664","1432","12522",NULL,,"220f"
"16666","720","12533",NULL,,"102"
"16668","360","599",NULL,,"71"
"16670","942","8488",NULL,,"Winterswijk (Winterswijk, Gl)"
"16672","942","2713",NULL,,"Haaksbergen (Haaksbergen, O)"
"16674","942","2959",NULL,,"Hengelo (Hengelo, O)"
"16676","942","9112",NULL,,"Glanerbrug (Enschede, O)"
"16678","942","1410",NULL,,"Deurningen (Dinkelland, O)"
"16680","942","849",NULL,,"Borne (Borne, O)"
"16682","942","8419",NULL,,"Wierden (Wierden, O)"
"16684","942","6981",NULL,,"Schuilenburg (Hellendoorn, O)"
"16686","942","2937",NULL,,"Hellendoorn (Hellendoorn, O)"
"16688","942","2889",NULL,,"Heeten (Raalte, O)"
"16690","942","5419",NULL,,"Bad Nieuweschans (Oldambt, Gr)"
"16692","942","5418",NULL,,"Nieuwebrug (Ommen, O)"
"16694","942","4269",NULL,,"Laren (Lochem, Gl)"
"16696","942","8463",NULL,,"Wilp (Voorst, Gl)"
"16698","942","7860",NULL,,"Twello (Voorst, Gl)"
"16700","942","7663",NULL,,"Terwolde (Voorst, Gl)"
"16702","942","8296",NULL,,"Welsum (Olst-Wijhe, O)"
"16704","942","5644",NULL,,"Olst (Olst-Wijhe, O)"
"16706","942","7976",NULL,,"Veessen (Heerde, Gl)"
"16708","942","8437",NULL,,"Wijhe (Olst-Wijhe, O)"
"16710","942","2884",NULL,,"Heerde (Heerde, Gl)"
"16712","942","8077",NULL,,"Vorchten (Heerde, Gl)"
"16714","942","7139",NULL,,"Silvolde (Oude IJsselstreek, Gl)"
"16716","942","2155",NULL,,"Gendringen (Oude IJsselstreek, Gl)"
"16718","1694","1375",NULL,,"82-83"
"16720","1694","12545",NULL,,"82-83"
"16722","1694","280",NULL,,"88"
"16724","1694","5419",NULL,,"104-108"
"16726","1694","9860",NULL,,"109"
"16728","1694","895",NULL,,"112-113"
"16730","1694","12546",NULL,,"124-125"
"16732","1612","895",NULL,"tolls",
"16734","1694","9862",NULL,,"129-131"
"16736","1694","8233",NULL,,"132-133"
"16738","1694","4310",NULL,,"160-161"
"16740","1694","1240",NULL,"tolls","224"
"16742","1694","1240",NULL,,"224-225"
"16744","720","12566",NULL,,"96"
"16746","1696","9396",NULL,,"8"
"16748","1698","8936",NULL,"tolls","nos. 6391-6429"
"16750","126","8936",NULL,"tolls",
"16752","198","8936",NULL,"tolls",
"16754","196","8936",NULL,"tolls",
"16756","30","8936",NULL,"tolls",
"16758","1696","8884",NULL,"tolls","12"
"16760","1696","8884",NULL,"fairs","12"
"16762","1662","8333",NULL,,"1077-1078"
"16764","1662","8333",NULL,"fairs","1077"
"16766","1700","12567",NULL,,"2-3"
"16768","1700","2453",NULL,,"2-4"
"16770","1700","1817",NULL,,"25"
"16772","1702","2978",NULL,,"246-247"
"16774","360","337",NULL,,"40f."
"16776","360","8311",NULL,,"693"
"16778","1704","12576",NULL,,"1"
"16780","360","3656",NULL,,"283"
"16782","1704","7114",NULL,,"3-6"
"16788","1706","12578",NULL,"tolls","84"
"16790","1704","12578",NULL,"tolls","17"
"16792","1704","7114",NULL,"tolls","17"
"16794","4","7114",NULL,"tolls","469"
"16796","1706","7114",NULL,"tolls","84"
"16798","1704","7114",NULL,"fairs","16"
"16800","1706","7820",NULL,"tolls","88"
"16802","1704","7820",NULL,"tolls","17"
"16804","360","7913",NULL,,"659f."
"16806","360","6773",NULL,,"546"
"16808","1708","652",NULL,"fairs","82, 106"
"16810","1708","652",NULL,,"31-40"
"16812","360","5268",NULL,,"416"
"16814","1708","652",NULL,"tolls","44"
"16816","720","12599",NULL,,"229"
"16818","1710","6710",NULL,"fairs","61"
"16820","1710","6710",NULL,,"55-56, 61-69"
"16822","1712","3175",NULL,"fairs","64-65"
"16824","1646","12608",NULL,,"68"
"16826","1682","12615",NULL,,"93"
"16828","1714","12621",NULL,,
"16830","1714","12626",NULL,,
"16832","1714","12627",NULL,,
"16834","1714","12591",NULL,,
"16836","1714","12592",NULL,,
"16838","1682","12590",NULL,,"92-93"
"16840","1714","12590",NULL,,
"16842","1682","12589",NULL,,"92-93"
"16844","1714","12589",NULL,,
"16846","1714","6562",NULL,,
"16848","1714","12588",NULL,,
"16854","1714","12585",NULL,,
"16856","1714","12586",NULL,,
"16858","1714","12587",NULL,,
"16860","1714","12129",NULL,,
"16862","216","11864",NULL,,"plaatsnaam: Hem (consulted 08 July 2020)"
"16864","942","11864",NULL,,"Hem (Noord-Holland)"
"16866","1534","11864",NULL,,"(consulted 14 September 2020)"
"16868","216","12483",NULL,,"plaatsnaam: Hem (consulted 08 July 2020)"
"16870","1534","12483",NULL,,"(consulted 14 September 2020)"
"16872","942","12483",NULL,,"Venhuizen"
"16874","216","12487",NULL,,"plaatsnaam: Langedijk (consulted 08 July 2020)"
"16876","1534","12487",NULL,,"(consulted 14 September 2020)"
"16878","942","12487",NULL,,"Broek op Langedijk"
"16880","216","12486",NULL,,"plaatsnaam: Langedijk (consulted 08 July 2020)"
"16882","1534","12486",NULL,,"(consulted 14 September 2020)"
"16884","942","12486",NULL,,"Zuid-Scharwoude"
"16886","216","12485",NULL,,"plaatsnaam: Langedijk (consulted 08 July 2020)"
"16888","1534","12485",NULL,,"(consulted 14 September 2020)"
"16890","942","12485",NULL,,"Noord-Scharwoude"
"16892","216","12484",NULL,,"plaatsnaam: Langedijk (consulted 08 July 2020)"
"16894","1534","12484",NULL,,"(consulted 14 September 2020)"
"16896","942","12484",NULL,,"Oudkarspel"
"16898","216","11863",NULL,,"plaatsnaam: Schellinkhout (consulted 08 July 2020)"
"16900","1534","11863",NULL,,"(consulted 14 September 2020)"
"16902","942","11863",NULL,,"Schellinkhout"
"16904","216","12488",NULL,,"plaatsnaam: Schellinkhout (consulted 08 July 2020)"
"16906","216","12488",NULL,,"plaatsnaam: Wijdenes en Oosterleek (consulted 08 July 2020)"
"16908","1534","12488",NULL,,"(consulted 14 September 2020)"
"16910","942","12488",NULL,,"Wijdenes"
"16912","216","12489",NULL,,"plaatsnaam: Schellinkhout (consulted 08 July 2020)"
"16914","216","12489",NULL,,"plaatsnaam: Wijdenes en Oosterleek (consulted 08 July 2020)"
"16916","1534","12489",NULL,,"(consulted 14 September 2020)"
"16918","942","12489",NULL,,"Oosterleek"
"16920","1682","12653",NULL,,"93"
"16922","1006","12657",NULL,,"22"
"16924","942","5211",NULL,,"Netterden (Oude IJsselstreek, Gl)"
"16926","942","8740",NULL,,"Zeddam (Montferland, Gl)"
"16928","942","2112",NULL,,"Gassel (Grave, NB)"
"16930","942","1850",NULL,,"Escharen (Grave, NB)"
"16932","942","6307",NULL,,"Reek (Landerd, NB)"
"16934","942","2033",NULL,,"Friens (Leeuwarden, Fr)"
"16936","942","3332",NULL,,"Jirnsum (Leeuwarden, Fr)"
"16938","942","7658",NULL,,"Terherne (De Fryske Marren, Fr)"
"16940","942","7659",NULL,,"Terkaple (De Fryske Marren, Fr)"
"16942","942","2258",NULL,,"Goingarijp (De Fryske Marren, Fr)"
"16944","942","3439",NULL,,"Joure (De Fryske Marren, Fr)"
"16946","942","5776",NULL,,"Ouwsterhaule (De Fryske Marren, Fr)"
"16948","942","5774",NULL,,"Oldeouwer (De Fryske Marren, Fr)"
"16950","942","1373",NULL,,"Delfstrahuizen (De Fryske Marren, Fr)"
"16952","942","1670",NULL,,"Echten (De Fryske Marren, Fr)"
"16954","942","5659",NULL,,"Oosterzee (De Fryske Marren, Fr)"
"16956","942","5020",NULL,,"Molkwerum (Súdwest-Fryslân, Fr)"
"16958","942","4356",NULL,,"Lemmer (De Fryske Marren, Fr)"
"16960","942","1355",NULL,,"De Wijk (De Wolden, D)"
"16962","942","9860",NULL,,"Booneschans (Oldambt, Gr)"
"16964","942","12271",NULL,,"Marssum (Waadhoeke, Fr)"
"16966","1132","12692",NULL,,"271f"
"16968","1296","12692",NULL,," &#60;a href=&#34;https://hov.isgv.de/Pausa&#34;&#62;Art. Pausa&#60;/a&#62;"
"16972","942","8857",NULL,,"Zwartsluis (Zwartewaterland, O)"
"16974","942","7338",NULL,,"Staphorst (Staphorst, O)"
"16976","720","12696",NULL,,"188"
"16978","942","727",NULL,,"Blokzijl (Steenwijkerland, O)"
"16980","942","712",NULL,,"Blankenham (Steenwijkerland, O)"
"16982","942","93",NULL,,"Afsched (Zwartewaterland, O)"
"16984","942","1311",NULL,,"Dalfsen (Dalfsen, O)"
"16986","942","8295",NULL,,"Welsum (Dalfsen, O)"
"16988","942","5773",NULL,,"Oudleusen (Dalfsen, O"
"16990","942","286",NULL,,"Arendshorst (Ommen, O)"
"16992","942","8473",NULL,,"Windesheim (Zwolle, O)"
"16994","942","3006",NULL,,"Herxen (Olst-Wijhe, O)"
"16996","942","1354",NULL,,"Werven (Heerde, Gl)"
"16998","942","275",NULL,,"Aperloo (Elburg, Gl)"
"17000","942","3188",NULL,,"Hoog Soeren (Apeldoorn, Gl)"
"17002","942","7901",NULL,,"Ugchelen (Apeldoorn, Gl)"
"17004","942","4540",NULL,,"oenen (Apeldoorn, Gl)"
"17006","942","490",NULL,,"Beekbergen (Apeldoorn, Gl)"
"17008","942","272",NULL,,"Apeldoorn (Apeldoorn, Gl)"
"17010","942","1361",NULL,,"Deijle; Delen; Deelenshuis"
"17012","942","5765",NULL,,"Otterlo (Ede, Gl)"
"17014","942","4758",NULL,,"Mariëndaal (Rozendaal, Gl)"
"17016","942","6575",NULL,,"Rozendaal (Rozendaal, Gl)"
"17018","942","7996",NULL,,"Velp (Rheden, Gl)"
"17020","942","8365",NULL,,"Westervoort (Westervoort, Gl)"
"17022","942","1613",NULL,,"Duiven (Duiven, Gl)"
"17024","360","1597",NULL,,"123-124"
"17026","1714","12731",NULL,,
"17028","1714","12732",NULL,,
"17030","1712","3175",NULL,"tolls","134-141"
"17032","942","8002",NULL,,
"17034","1716","2628",NULL,,"accessed 6-11-2020"
"17036","1716","3783",NULL,,"accessed 6-11-2020"
"17038","942","6565",NULL,,"Rouveen (Staphorst, O)"
"17040","942","5772",NULL,,"Oud-Reemst (Ede, Gl)"
"17042","942","2823",NULL,,"Harskamp (Ede, Gl)"
"17044","942","3028",NULL,,"Heelsum (Renkum, Gl)"
"17046","942","6366",NULL,,"Renkum (Renkum, Gl)"
"17048","942","1352",NULL,,"De Ginkel (Ede, Gl)"
"17050","942","243",NULL,,"Amerongen (Utrechtse Heuvelrug, U)"
"17052","942","1519",NULL,,"Doorn (Utrechtse Heuvelrug, U)"
"17054","942","1578",NULL,,"Driebergen (Utrechtse Heuvelrug, U)"
"17056","942","8751",NULL,,"Zeist (Zeist, U)"
"17058","942","1351",NULL,,"De Bilt (De Bilt, U)"
"17060","942","4397",NULL,,"Leusden (Leusden, U)"
"17062","942","7231",NULL,,"Soest (Soest, U)"
"17064","896","10884",NULL,"tolls","31"
"17066","894","10884",NULL,"tolls","XXXII"
"17068","942","12546",NULL,,"Oudeschans (Westerwolde, Gr)"
"17070","942","7494",NULL,,"Stroobos (Achtkarspelen, Fr)"
"17072","942","1578",NULL,,",Rijsenburg (Utrechtse Heuvelrug, U)"
"17074","1718","5801",NULL,"tolls","184-185"
"17076","1718","7060",NULL,"tolls","188-189"
"17078","1280","2084",NULL,"tolls","343"
"17080","1084","2084",NULL,"tolls","93"
"17082","1718","2084",NULL,"tolls","188-189"
"17084","942","7232",NULL,,"Soestdijk (Baarn, U)"
"17086","942","8753",NULL,,"Zeldert (Amersfoort, U)"
"17088","1718","9026",NULL,"tolls","186-187"
"17090","942","3061",NULL,,"Hilversum (Hilversum, NH)"
"17092","942","1149",NULL,,"Bussum (Gooise Meren, NH)"
"17094","942","3252",NULL,,"Huizen (Huizen, NH)"
"17096","942","3069",NULL,,"Hinderdam (Wijdemeren, NH)"
"17098","1718","3175",NULL,"tolls","190-192"
"17100","1718","4242",NULL,"tolls","192-193"
"17102","1718","8884",NULL,"tolls","194-196"
"17104","942","7297",NULL,,"Speuld (Ermelo, Gl)"
"17106","942","5179",NULL,,"Nederhorst den Berg (Wijdemeren, NH)"
"17108","942","4539",NULL,,"Loenen (Stichtse Vecht, U)"
"17110","942","985",NULL,,"Breukelen2 (Stichtse Vecht, U)"
"17112","942","4693",NULL,,"Maarssen (Stichtse Vecht, U)"
"17114","942","1982",NULL,,"Frankhuis (Zwolle, O)"
"17116","942","8843",NULL,,"Oud-Zuilen (Stichtse Vecht, U)"
"17118","942","8843",NULL,,"Zuilen (Utrecht, U)"
"17120","1686","12799",NULL,,"35"
"17122","942","12679",NULL,,"Harmelen (Woerden, U)"
"17124","942","8112",NULL,,"Waddinxveen (Waddinxveen, ZH)"
"17126","942","12746",NULL,,"Zwammerdam (Alphen aan den Rijn, ZH)"
"17128","942","5002",NULL,,"Moerkapelle (Zuidplas, ZH)"
"17130","942","8819",NULL,,"Zoetermeer (Zoetermeer, ZH)"
"17132","942","4330",NULL,,"Leidschendam (Leidschendam-Voorburg, ZH)"
"17134","942","6429",NULL,,"Rijswijk (Rijswijk, ZH)"
"17136","942","12550",NULL,,"Voorburg (Leidschendam-Voorburg, ZH)"
"17138","942","8220",NULL,,"Wassenaar (Wassenaar, ZH)"
"17140","942","7958",NULL,,"Valkenburg (Katwijk, ZH)"
"17142","942","5586",NULL,,"Oegstgeest (Oegstgeest, ZH)"
"17144","942","6426",NULL,,"Rijnsburg (Katwijk, ZH)"
"17146","942","6779",NULL,,"Sassenheim (Teylingen, ZH)"
"17148","942","4511",NULL,,"Lisse (Lisse, ZH)"
"17150","942","3051",NULL,,"Hillegom (Hillegom, ZH)"
"17152","942","7279",NULL,,"Spaarndam (Haarlem, NH)"
"17154","942","2763",NULL,,"Halfweg (Haarlemmermeer, NH)"
"17156","942","5771",NULL,,"Oud-Diemen (Diemen, NH)"
"17158","942","12179",NULL,,"Buiksloot (Amsterdam, NH)"
"17160","942","4224",NULL,,"Landsmeer (Landsmeer, NH)"
"17162","942","6174",NULL,,"Purmerland (Landsmeer, NH)"
"17164","942","9888",NULL,,"Holten (Rijssen-Holten, O)"
"17166","942","5739",NULL,,"Oosthuizen (Edam-Volendam, NH)"
"17168","942","1873",NULL,,"Etersheim (Edam-Volendam, NH)"
"17170","942","6808",NULL,,"Schardam (Edam-Volendam, NH)"
"17172","942","6815",NULL,,"Scharwoude (Koggenland, NH)"
"17174","942","726",NULL,,"Westerblokker (Hoorn, NH)"
"17176","942","12500",NULL,,"Oosterblokker (Drechterland, NH)"
"17178","942","12501",NULL,,"Westwoud (Drechterland, NH)"
"17180","274","12724",NULL,,"32"
"17182","942","12503",NULL,,"Wognum (Medemblik, NH)"
"17184","942","12504",NULL,,"Nibbixwoud (Medemblik, NH)"
"17186","942","12505",NULL,,"Hauwert (Medemblik, NH)"
"17188","276","12724",NULL,,"26-27"
"17190","920","4769",NULL,,"83"
"17192","942","12498",NULL,,"Benningbroek (Medemblik, NH)"
"17194","942","12509",NULL,,"Midwoud (Medemblik, NH)"
"17196","942","12507",NULL,,"Twisk (Medemblik, NH)"
"17198","942","11868",NULL,,"Abbekerk (Medemblik, NH)"
"17200","942","12506",NULL,,"Lambertschaag (Medemblik, NH)"
"17202","1720","12802",NULL,,"34-35"
"17204","334","12725",NULL,,"223-226"
"17206","162","12827",NULL,,"233"
"17208","166","12827",NULL,,"334-336"
"17210","70","12743",NULL,,"299-300"
"17212","96","12833",NULL,,"39-40"
"17214","214","12833",NULL,,"147-148"
"17216","60","12833",NULL,,"35"
"17218","140","12833",NULL,,"70-74"
"17220","96","12829",NULL,,"133-134"
"17222","814","12829",NULL,,
"17224","400","12829",NULL,,"875-881"
"17226","96","12830",NULL,,"105-106"
"17228","96","12831",NULL,,"168-169"
"17230","942","1353",NULL,,"De Meern (Utrecht, U)"
"17232","942","11867",NULL,,"Sijbekarspel (Medemblik, NH)"
"17234","942","12490",NULL,,"Aartswoud (Opmeer, NH)"
"17236","942","12502",NULL,,"Wadway (Opmeer, NH)"
"17238","942","11865",NULL,,"Spanbroek (Opmeer, NH)"
"17240","942","12494",NULL,,"Opmeer (Opmeer, NH)"
"17242","942","12496",NULL,,"Obdam (Koggenland, NH)"
"17246","942","12497",NULL,,"Hensbroek (Koggenland, NH)"
"17248","942","12510",NULL,,"Barsingerhorn (Hollands Kroon, NH)"
"17250","942","12511",NULL,,"Haringhuizen (Hollands Kroon, NH)"
"17252","942","11866",NULL,,"Hoogwoud (Opmeer, NH)"
"17254","942","1386",NULL,,"Den Hoorn2 (Midden-Delfland, ZH)"
"17256","942","6854",NULL,,"Schipluiden (Midden-Delfland, ZH)"
"17258","942","4696",NULL,,"Maasland (Midden-Delfland, ZH)"
"17260","942","5783",NULL,,"Overschie (Rotterdam, ZH)"
"17262","942","3966",NULL,,"Kortenoord (Zuidplas, ZH)"
"17264","942","5001",NULL,,"Moordrecht (Zuidplas, ZH)"
"17266","942","5770",NULL,,"Oud-Alblas (Molenwaard, ZH)"
"17268","942","2458",NULL,,"Groot-Ammers (Molenwaard, ZH)"
"17270","942","5825",NULL,,"Papendrecht (Papendrecht, ZH)"
"17272","942","7196",NULL,,"Sliedrecht (Sliedrecht, ZH)"
"17274","942","2195",NULL,,"Giessendam (Hardinxveld-Giessendam, ZH)"
"17276","650","10041",NULL,,
"17278","606","10041",NULL,,
"17280","718","10041",NULL,,
"17282","942","2809",NULL,,"Boven-Hardinxveld (Hardinxveld-Giessendam, ZH)"
"17284","942","2809",NULL,,"Hardinxveld (Hardinxveld-Giessendam, ZH)"
"17286","942","10860",NULL,,"Ameide (Zederik, ZH)"
"17288","942","5667",NULL,,"Ophemert (Neerijnen, Gl)"
"17290","942","5669",NULL,,"Opijnen (Neerijnen, Gl)"
"17292","942","5184",NULL,,"Neerijnen (Neerijnen, Gl)"
"17294","942","6802",NULL,,"Schaijk (Landerd, NB)"
"17296","942","8742",NULL,,"Zeeland (Landerd, NB)"
"17298","942","7886",NULL,,"Uden (Uden, NB)"
"17300","942","2887",NULL,,"Heesch (Bernheeze, NB)"
"17302","942","2130",NULL,,"Geffen (Maasdonk, NB)"
"17304","942","5488",NULL,,"Nuland (Maasdonk, NB)"
"17306","942","6535",NULL,,"Rosmalen (&#39;s-Hertogenbosch, NB)"
"17308","942","3071",NULL,,"Hintham (&#39;s-Hertogenbosch, NB)"
"17310","942","8094",NULL,,"Vught (Vught, NB)"
"17312","942","7151",NULL,,"Sint-Michielsgestel (Sint-Michielsgestel, NB)"
"17314","942","2949",NULL,,"Helvoirt (Haaren, NB)"
"17316","942","7971",NULL,,"Veghel (Meierijstad, NB)"
"17318","942","4568",NULL,,"Loon op Zand (Loon op Zand, NB)"
"17320","942","1516",NULL,,"Dongen (Dongen, NB)"
"17322","942","1387",NULL,,"Den Hout (Oosterhout, NB)"
"17324","942","7364",NULL,,"Steelhoven (Oosterhout, NB)"
"17326","942","6119",NULL,,"Princenhage (Breda, NB)"
"17328","942","12617",NULL,,"Oudenbosch (Halderberge, NB)"
"17330","942","6600",NULL,,"Rucphen (Rucphen, NB)"
"17332","942","7317",NULL,,"Sprundel (Rucphen, NB)"
"17334","942","3049",NULL,,"Hildernisse (Bergen op Zoom, NB)"
"17336","942","8544",NULL,,"Woensdrecht (Woensdrecht, NB)"
"17338","942","5710",NULL,,"Ossendrecht (Woensdrecht, NB)"
"17340","942","6427",NULL,,"Rijsbergen (Zundert, NB)"
"17342","942","8846",NULL,,"Zundert (Zundert, NB)"
"17344","942","6412",NULL,,"Riel (Goirle, NB)"
"17346","942","145",NULL,,"Alphen(Alphen-Chaam, NB)"
"17348","942","360",NULL,,"Baarle-Nassau (Baarle-Nassau, NB)"
"17350","942","7260",NULL,,"Son (Son en Breugel, NB)"
"17352","942","8545",NULL,,"Woensel (Eindhoven, NB)"
"17354","942","2178",NULL,,"Gestel (Eindhoven, NB)"
"17356","942","7990",NULL,,"Veldhoven (Veldhoven, NB)"
"17358","360","6759",NULL,,"465"
"17360","360","6754",NULL,,"7"
"17362","360","5890",NULL,,"461f."
"17364","360","8470",NULL,,"703-705"
"17366","360","2835",NULL,,"209"
"17368","360","7090",NULL,,"585"
"17370","360","4306",NULL,,"334"
"17372","360","10262",NULL,,"468f."
"17374","360","2661",NULL,,"204f."
"17376","360","4159",NULL,,"314"
"17378","360","2844",NULL,,"209-211"
"17380","360","187",NULL,,"19"
"17382","360","1630",NULL,,"135"
"17384","360","4410",NULL,,"344-346"
"17386","360","6978",NULL,,"563f."
"17388","360","240",NULL,,"23"
"17390","360","3498",NULL,,"255f."
"17392","360","6636",NULL,,"532"
"17394","360","5826",NULL,,"452"
"17396","360","10202",NULL,,"153"
"17398","360","1992",NULL,,"169f."
"17400","360","7002",NULL,,"567"
"17402","360","2463",NULL,,"45f."
