"ID","Literature_ID","Nodes_ID","Edges_ID","Pertains_To","Pages"
"3114","214","717",NULL,,"144-145"
"3116","214","770",NULL,,"147"
"3122","38","2313",NULL,,"212"
"3124","38","4220",NULL,,"344f."
"3126","456","8916",NULL,"tolls",
"3128","38","2347",NULL,,"213"
"3130","38","0",NULL,,"214"
"3132","214","917",NULL,,"p. 151"
"3134","38","2350",NULL,,"214"
"3136","214","973",NULL,,"152-153"
"3138","38","2362",NULL,,"215"
"3140","324","8580",NULL,,"91-94"
"3142","458","8580",NULL,,
"3144","324","6705",NULL,,"95-98"
"3146","324","3213",NULL,,"99-102"
"3148","4","9233",NULL,,"395"
"3150","38","2374",NULL,,"215"
"3152","38","2384",NULL,,"215f."
"3154","460","8991",NULL,,"246"
"3156","460","9184",NULL,,"246"
"3158","460","8993",NULL,,"247"
"3160","460","9238",NULL,,"251-252"
"3162","36","9238",NULL,,"93-161, 111-112"
"3164","428","9239",NULL,,"153"
"3166","36","9239",NULL,,"93-161, 113"
"3168","38","2388",NULL,,"216"
"3170","460","9011",NULL,,"250"
"3172","214","1154",NULL,,"156-157"
"3174","62","2391",NULL,,"175"
"3176","360","2395",NULL,,"193"
"3178","72","2402",NULL,,"159"
"3180","38","2404",NULL,,"217"
"3182","38","2409",NULL,,"217f."
"3184","214","1725",NULL,,"167"
"3186","164","2418",NULL,,"52"
"3188","162","2418",NULL,,"149"
"3190","38","2420",NULL,,"219"
"3192","38","2423",NULL,,"219"
"3194","60","1",NULL,,"258-260"
"3196","38","2430",NULL,,"220"
"3198","38","2431",NULL,,"220"
"3200","214","1856",NULL,,"171-172"
"3202","360","2436",NULL,,"200f."
"3204","64","2437",NULL,,"173"
"3206","1088","6063",NULL,,"75, 127"
"3208","214","2036",NULL,,"p. 174"
"3210","38","2453",NULL,,"221"
"3212","462","9243",NULL,,"23, n. 139"
"3214","462","6756",NULL,,"50-52"
"3216","462","9111",NULL,,"22, n. 126"
"3218","226","3709",NULL,,"82, 91"
"3220","464","2199",NULL,"tolls","85"
"3222","464","4847",NULL,,"148"
"3224","464","6403",NULL,,"181"
"3226","464","3335",NULL,,"114-115"
"3228","464","1161",NULL,,"53-54"
"3230","464","134",NULL,,"25"
"3232","70","30",NULL,,"169-170"
"3234","66","2454",NULL,,"195f."
"3236","464","5077",NULL,"tolls","157"
"3238","464","5077",NULL,,"157"
"3240","464","1419",NULL,,"64"
"3242","464","8465",NULL,,"244"
"3244","464","2081",NULL,,"81"
"3246","464","3586",NULL,,"124"
"3248","464","8349",NULL,,"237"
"3250","464","5593",NULL,,"163"
"3252","464","2540",NULL,,"164"
"3254","464","7310",NULL,,"200"
"3256","464","2794",NULL,,"102-103"
"3258","164","2476",NULL,,"28"
"3260","464","7372",NULL,,"202-203"
"3262","464","7012",NULL,,"192"
"3264","48","2479",NULL,,"115"
"3266","48","2480",NULL,,"120"
"3268","464","7428",NULL,,"206"
"3270","464","8523",NULL,"tolls","247"
"3272","464","8523",NULL,,"246-248"
"3274","464","7525",NULL,,"208"
"3276","464","4386",NULL,,"139"
"3278","464","7709",NULL,,"211"
"3280","464","104",NULL,,"21"
"3282","464","1262",NULL,,"55-56"
"3284","464","5840",NULL,,"174"
"3286","464","1018",NULL,,"48"
"3288","360","2499",NULL,,"192"
"3290","360","2508",NULL,,"249"
"3292","344","2514",NULL,,"254"
"3294","466","8485",NULL,"tolls","99"
"3296","464","1018",NULL,"tolls","48"
"3298","466","1018",NULL,"tolls","99"
"3300","466","3829",NULL,"tolls","99"
"3302","466","2199",NULL,"tolls","99-100"
"3304","466","7248",NULL,"tolls","99, 119, 135"
"3306","4","770",NULL,"tolls","231, 235"
"3308","466","770",NULL,"tolls","99"
"3310","4","9251",NULL,,"235"
"3312","466","8982",NULL,"tolls","106"
"3314","468","7894",NULL,"fairs","354-361"
"3316","468","7894",NULL,"tolls","119, 143, 201, 311"
"3318","60","7894",NULL,"tolls","348-354"
"3320","470","5628",NULL,,"16-25"
"3322","470","7894",NULL,,"26-32"
"3324","60","5628",NULL,,"384-354"
"3326","470","7894",NULL,"tolls","18"
"3328","182","9038",NULL,,"185-186"
"3330","472","3213",NULL,"fairs","138-140"
"3332","472","3213",NULL,,"7-14, 132-137"
"3334","474","1327",NULL,,"44-45"
"3336","474","1330",NULL,,"46-47"
"3338","118","2519",NULL,,"94"
"3340","68","2209",NULL,,"64"
"3342","214","2209",NULL,,"177"
"3344","214","2337",NULL,,"177-178"
"3348","164","2547",NULL,,"109"
"3350","214","2758",NULL,,"p. 181 - 182"
"3352","38","2556",NULL,,"557"
"3354","214","2778",NULL,,"p. 182"
"3356","344","2557",NULL,,"152f."
"3358","214","2840",NULL,,"187"
"3360","48","2573",NULL,,"315"
"3362","48","4421",NULL,,"152-155"
"3364","48","4301",NULL,,"220"
"3366","48","5730",NULL,,"228-229"
"3368","48","8364",NULL,,"229-230"
"3370","476","1330",NULL,"fairs","26"
"3372","474","9286",NULL,,"43-44"
"3374","474","6444",NULL,,"159"
"3376","474","7742",NULL,,"187"
"3378","474","2353",NULL,,"70-71"
"3380","474","6117",NULL,,"149"
"3382","474","6896",NULL,,"169"
"3384","474","8765",NULL,,"205"
"3386","474","7725",NULL,,"186"
"3388","474","6300",NULL,,"156"
"3390","474","6790",NULL,,"166"
"3392","474","7775",NULL,,"188"
"3394","474","3368",NULL,,"86"
"3396","474","5963",NULL,,"143-144"
"3398","474","2363",NULL,,"72"
"3400","474","4660",NULL,,"124"
"3402","474","4622",NULL,,"122-123"
"3404","474","884",NULL,,"32"
"3406","474","4603",NULL,,"121"
"3408","474","3164",NULL,,"85"
"3410","474","3555",NULL,,"91"
"3412","474","2105",NULL,,"59"
"3414","474","9287",NULL,,"84"
"3416","60","9287",NULL,,"200-202"
"3418","460","9287",NULL,,"252"
"3420","466","9287",NULL,"tolls","117, 139, 142, 152, 157, 182, 184"
"3422","60","9287",NULL,"tolls","200-202"
"3424","474","9288",NULL,,"169-170"
"3426","466","9288",NULL,"tolls","99, 108, 139, 142, 152, 157, 182, 184"
"3428","460","9288",NULL,,"252"
"3430","60","9288",NULL,,"324"
"3432","176","9290",NULL,,"118-120"
"3434","176","9291",NULL,,"118-120"
"3436","214","2945",NULL,,"190"
"3440","214","3024",NULL,,"191"
"3442","214","3050",NULL,,"191-192"
"3444","214","3175",NULL,,"192-193"
"3448","214","3240",NULL,,"p. 194"
"3452","214","3249",NULL,,"p. 195"
"3454","4","9318",NULL,,"270"
"3456","4","8096",NULL,,"791"
"3458","4","9332",NULL,,"770"
"3460","76","9333",NULL,,"15"
"3462","62","7952",NULL,,"446"
"3464","62","4861",NULL,,"326"
"3466","62","1000",NULL,,"70-71"
"3468","62","4242",NULL,,"275-276"
"3470","62","3288",NULL,,"229"
"3472","6","3909",NULL,"staple","29"
"3474","354","6618",NULL,,"494-495 (no. 1741)"
"3476","422","2067",NULL,"tolls","195-196"
"3478","226","9321",NULL,,"90"
"3480","208","9321",NULL,,"35"
"3482","38","2602",NULL,,"223"
"3484","490","8580",NULL,"fairs","27-28"
"3486","38","2625",NULL,,"224"
"3488","38","2623",NULL,,"224"
"3490","492","9334",NULL,"tolls","p.57,60"
"3492","494","2210",NULL,,
"3494","496","6705",NULL,,"54-78"
"3496","428","9336",NULL,,"242-243"
"3498","60","9337",NULL,,"30"
"3502","428","9338",NULL,,"245"
"3504","498","9339",NULL,,"9"
"3506","428","9339",NULL,,"243-244"
"3508","500","1911",NULL,"fairs","14-15"
"3510","502","2049",NULL,"fairs","8"
"3512","502","2049",NULL,"tolls","6-9"
"3514","502","2049",NULL,,"5-10"
"3516","504","1610",NULL,"fairs","99"
"3518","504","1610",NULL,,"10, 12"
"3520","506","2573",NULL,,"22"
"3522","506","2759",NULL,,"24"
"3524","506","1540",NULL,,"130"
"3526","506","1132",NULL,,"152"
"3528","506","6864",NULL,,"144"
"3530","506","5612",NULL,,"138"
"3532","506","8258",NULL,,"150"
"3534","506","3213",NULL,,"142"
"3536","506","79",NULL,,"118"
"3538","506","862",NULL,,"126"
"3540","506","3694",NULL,,"66"
"3542","506","4459",NULL,,"28"
"3544","506","8303",NULL,,"32"
"3546","506","2480",NULL,,"54"
"3548","506","8526",NULL,,"80"
"3550","506","6360",NULL,,"72"
"3552","506","7083",NULL,,"76"
"3554","506","6463",NULL,,"74"
"3556","506","2479",NULL,,"154"
"3558","506","6965",NULL,,"166"
"3560","506","1723",NULL,,"164"
"3562","506","1888",NULL,,"200"
"3564","506","5553",NULL,,"212"
"3566","506","3233",NULL,,"208"
"3568","506","3750",NULL,,"46"
"3570","506","1255",NULL,,"34"
"3572","506","75",NULL,,"36"
"3574","506","8364",NULL,,"100"
"3576","506","376",NULL,,"82"
"3578","506","677",NULL,,"84"
"3580","216","2862",NULL,,"Plaatsnaam: Hattem (consulted 26 June 2019)."
"3582","216","1753",NULL,,"Plaatsnaam: Elburg (consulted 26 June 2019)."
"3584","216","5424",NULL,,"Plaatsnaam: Nijkerk (consulted 26 June 2019)."
"3586","216","8114",NULL,,"Plaatsnaam: Wageningen (consulted 26 June 2019)."
"3588","216","2396",NULL,,"Plaatsnaam: Grave (consulted 26 June 2019)"
"3590","510","9334",NULL,"tolls","08-10-2019"
"3592","36","9344",NULL,,"111-115"
"3594","4","9346",NULL,,"309"
"3596","512","9318",NULL,,"80-81, 162-163, 261, 308"
"3598","512","5398",NULL,"fairs","148"
"3600","514","80",NULL,,"35-39"
"3602","516","464",NULL,"tolls","152-155"
"3604","518","2861",NULL,,"24-25"
"3606","518","2951",NULL,,"25"
"3608","518","281",NULL,,"1"
"3610","518","4712",NULL,,"42"
"3612","518","8154",NULL,,"65"
"3614","518","5702",NULL,,"47"
"3616","518","2381",NULL,,"19-20"
"3618","518","1126",NULL,,"14"
"3620","518","9012",NULL,"tolls","14"
"3622","518","1130",NULL,,"14"
"3624","518","9013",NULL,,"39-40"
"3626","518","8941",NULL,"tolls","70-71"
"3628","518","8941",NULL,,"70-71"
"3630","518","9094",NULL,,"34"
"3632","518","9092",NULL,,"68"
"3634","518","9093",NULL,,"29, 31"
"3636","518","3245",NULL,,"29-30"
"3642","520","464",NULL,"tolls","42"
"3646","514","7926",NULL,,"35"
"3648","514","378",NULL,,"35, 37"
"3650","514","872",NULL,,"35"
"3656","522","5766",NULL,"fairs","233"
"3662","522","5767",NULL,,"22-23"
"3664","522","5766",NULL,,"24-34, 45"
"3666","524","6546",NULL,,"15-33"
"3668","214","4203",NULL,,"p. 200-201"
"3670","214","4213",NULL,,"p. 201"
"3672","214","4231",NULL,,"201"
"3674","214","4260",NULL,,"201-202"
"3676","526","8005",NULL,"fairs","33, 50"
"3678","526","9354",NULL,,"1-2"
"3680","526","9354",NULL,"tolls","51-52"
"3682","526","8005",NULL,,"9-11, 31-45, 54"
"3684","520","2067",NULL,"tolls","201"
"3686","528","2067",NULL,"tolls","44"
"3688","214","4309",NULL,,"203-204"
"3690","530","8927",NULL,"tolls","248"
"3692","532","973",NULL,"tolls","67-70"
"3694","532","9355",NULL,"tolls","69"
"3696","214","4353",NULL,,"205"
"3698","326","973",NULL,"tolls","297"
"3700","534","973",NULL,"tolls",
"3702","536","973",NULL,"tolls",
"3704","538","973",NULL,"tolls",
"3706","214","4475",NULL,,"p. 206-207"
"3708","214","4566",NULL,,"207"
"3710","214","4653",NULL,,"209"
"3712","214","4678",NULL,,"p. 209 - 210"
"3714","214","4881",NULL,,"p. 211-212"
"3716","214","47",NULL,,"212-213"
"3718","214","4958",NULL,,"212"
"3720","214","18",NULL,,"213-214"
"3722","532","4260",NULL,"tolls","71-72"
"3724","532","4260",NULL,,"71"
"3726","532","9012",NULL,"tolls","72"
"3728","532","5632",NULL,"tolls","74-75"
"3732","4","5632",NULL,"tolls","137, 139"
"3734","532","8447",NULL,"tolls","75"
"3736","532","2777",NULL,"tolls","76"
"3738","4","623",NULL,"tolls","332"
"3740","4","1257",NULL,,"334"
"3744","4","3973",NULL,,"336"
"3746","4","1847",NULL,,"251"
"3748","214","2888",NULL,,"p. 189"
"3750","216","1484",NULL,,"Plaatsnaam: Doesburg (consulted 26 June 2019)."
"3752","216","8853",NULL,,"Plaatsnaam: Zutphen (consulted 26 June 2019)."
"3754","216","4533",NULL,,"Plaatsnaam: Lochem (consulted 26 June 2019)."
"3756","216","1020",NULL,,"Plaatsnaam: Bronkhorst (consulted 26 June 2019)."
"3758","214","3",NULL,,"p. 219"
"3760","214","5623",NULL,,"p. 220-221"
"3762","214","5704",NULL,,"222-223"
"3764","214","5734",NULL,,"223-224"
"3766","214","5735",NULL,,"224"
"3768","74","3074",NULL,,"239"
"3770","214","5901",NULL,,"228"
"3772","214","8920",NULL,,"228-229"
"3774","214","6188",NULL,,"p. 229-230"
"3776","214","6195",NULL,,"p. 230-231"
"3778","38","6195",NULL,,"p. 495"
"3780","214","7060",NULL,,"239-240"
"3782","214","7248",NULL,,"240"
"3784","214","7321",NULL,,"241"
"3786","214","7324",NULL,,"242"
"3788","214","7894",NULL,,"247"
"3790","214","7973",NULL,,"248-249"
"3792","214","8005",NULL,,"p. 249-250"
"3794","214","8045",NULL,,"251-252"
"3796","214","8079",NULL,,"252-253"
"3798","214","8185",NULL,,"p. 255"
"3800","214","8336",NULL,,"p. 256-257"
"3802","214","8447",NULL,,"p. 258-259"
"3804","214","8580",NULL,,"261"
"3806","216","2449",NULL,,"Plaatsnaam: Groenlo (consulted 26 June 2019)."
"3808","216","4182",NULL,,"Plaatsnaam: Keppel (consulted 26 June 2019)."
"3810","216","1485",NULL,,"Plaatsnaam: Doetinchem (consulted 26 June 2019)."
"3812","216","8774",NULL,,"Plaatsnaam: Zevenaar (consulted 26 June 2019)."
"3814","216","64",NULL,,"Plaatsnaam: &#39;s-Heerenberg (consulted 26 June 2019)."
"3816","540","1127",NULL,,"59-61"
"3818","542","9400",NULL,,"169"
"3820","540","2040",NULL,,"300"
"3824","540","6934",NULL,,"422"
"3826","540","9401",NULL,,"422"
"3828","4","9402",NULL,,"342"
"3830","540","1160",NULL,,"65-67"
"3832","540","9404",NULL,,"31"
"3834","62","2938",NULL,,"199"
"3836","62","4854",NULL,,"324"
"3838","62","8308",NULL,,"475"
"3840","62","6512",NULL,,"384"
"3842","62","8310",NULL,,"476"
"3844","62","8638",NULL,,"490"
"3846","62","4187",NULL,,"269"
"3848","62","6380",NULL,,"376"
"3850","62","7427",NULL,,"428"
"3852","62","7063",NULL,,"406"
"3854","544","9425",NULL,"tolls","223 f.; 251"
"3856","546","9425",NULL,"tolls","18"
"3858","548","9425",NULL,"tolls","19-10-2019"
"3860","4","9268",NULL,,"346"
"3862","540","3990",NULL,,"253-255"
"3864","540","6218",NULL,,"383"
"3866","540","4222",NULL,,"263f."
"3868","540","8181",NULL,,"481 - 483."
"3870","540","7051",NULL,,"435-437"
"3872","540","1688",NULL,,"99f."
"3874","62","4324",NULL,,"282"
"3876","62","5769",NULL,,"356"
"3878","62","7896",NULL,,"444"
"3880","62","7135",NULL,,"409"
"3882","118","8054",NULL,,"155-156"
"3884","62","4357",NULL,,"284"
"3886","62","3685",NULL,,"251f."
"3888","62","5319",NULL,,"13"
"3890","62","7404",NULL,,"425"
"3892","62","6253",NULL,,"367"
"3894","118","7130",NULL,,"135-136"
"3896","118","7972",NULL,,"153-154"
"3898","118","2833",NULL,,"79"
"3900","118","8299",NULL,,"166"
"3902","38","8299",NULL,,"669"
"3904","118","8302",NULL,,"168"
"3906","118","8496",NULL,,"172"
"3908","118","6424",NULL,,"123"
"3910","118","3732",NULL,,"95-96"
"3912","118","660",NULL,,"36"
"3914","118","3112",NULL,,"82"
"3916","354","8961",NULL,,"440"
"3918","550","8961",NULL,,"98-99"
"3920","354","9216",NULL,,"469"
"3922","96","6810",NULL,,"187"
"3924","96","3170",NULL,,"119"
"3926","38","6",NULL,,"83"
"3928","540","203",NULL,,"443f."
"3930","96","7968",NULL,,"206"
"3932","96","4846",NULL,,"155"
"3934","70","41",NULL,,"208-209"
"3936","540","7352",NULL,,"443-446."
"3938","70","40",NULL,,"251-252"
"3940","96","4894",NULL,,"156"
"3942","4","9442",NULL,,"183"
"3944","96","8085",NULL,,"208"
"3946","96","4717",NULL,,"153"
"3948","68","5734",NULL,,"119"
"3950","70","32",NULL,,"368-369"
"3952","70","33",NULL,,"426-427"
"3954","540","8197",NULL,,"483f."
"3956","540","6723",NULL,,"408f."
"3958","70","34",NULL,,"402-403"
"3960","70","12",NULL,,"173-174"
"3962","540","3029",NULL,,"211-213."
"3964","70","13",NULL,,"219-220"
"3966","540","2622",NULL,,"160f."
"3968","540","4333",NULL,,"271f."
"3970","70","14",NULL,,"401-402"
"3972","70","36",NULL,,"416-417"
"3974","68","4272",NULL,,"97"
"3976","70","37",NULL,,"356-357"
"3978","70","38",NULL,,"405-406"
"3980","70","29",NULL,,"425-426"
"3982","552","5766",NULL,"tolls","200-201"
"3984","554","9261",NULL,,"400"
"3986","556","7321",NULL,"staple","103-106"
"3988","556","9450",NULL,"tolls","103-104"
"3990","556","7321",NULL,"tolls","100, 103"
"3992","558","2777",NULL,"tolls","29-33"
"3994","322","2337",NULL,,"60-61"
"3996","540","4742",NULL,,"316 - 319."
"3998","68","5406",NULL,,"114"
"4000","68","8644",NULL,,"185"
"4002","68","2864",NULL,,"70"
"4004","68","6816",NULL,,"146"
"4006","68","5725",NULL,,"118"
"4008","68","7673",NULL,,"162"
"4010","68","5497",NULL,,"115-116"
"4012","68","5275",NULL,,"112"
"4014","68","8151",NULL,,"170"
"4016","560","2777",NULL,"tolls",
"4018","562","2777",NULL,"tolls",
"4020","322","2834",NULL,,"53"
"4022","322","940",NULL,,"56"
"4024","322","8757",NULL,,"57"
"4026","322","1234",NULL,,"57-58"
"4028","322","3009",NULL,,"62"
"4030","322","4231",NULL,,"63"
"4032","322","8151",NULL,,"65"
"4034","70","27",NULL,,"271-274"
"4036","72","2785",NULL,,"172"
"4038","38","3593",NULL,,"305"
"4040","72","3593",NULL,,"103-104, 226"
"4042","70","26",NULL,,"230-233"
"4044","38","4456",NULL,,"305"
"4046","72","4456",NULL,,"244"
"4048","70","24",NULL,,"276-277"
"4050","72","8402",NULL,,"409"
"4052","72","3309",NULL,,"216"
"4054","72","3150",NULL,,"198"
"4056","72","3087",NULL,,"195"
"4058","72","7432",NULL,,"355"
"4060","214","2953",NULL,,"190"
"4062","72","7531",NULL,,"631"
"4064","72","3314",NULL,,"217"
"4066","70","23",NULL,,"348-352"
"4068","72","7035",NULL,,"341"
"4070","72","48",NULL,,"371"
"4072","72","8317",NULL,,"403"
"4074","72","4702",NULL,,"255"
"4076","70","53",NULL,,"250-251"
"4078","72","2084",NULL,,"145"
"4080","70","4959",NULL,,"283-284"
"4082","70","5541",NULL,,"303-304"
"4086","564","9451",NULL,,"136-137"
"4088","564","273",NULL,,"138"
"4090","564","273",NULL,"tolls","139-140"
"4092","564","273",NULL,"fairs","140"
"4094","340","273",NULL,"tolls","16-17"
"4096","340","7419",NULL,,"444"
"4098","214","6710",NULL,,"236-237"
"4102","214","8920",NULL,"tolls","228-229"
"4104","30","9456",NULL,,"84-85"
"4106","36","9460",NULL,,"111-112"
"4108","50","9460",NULL,,"373-374"
"4110","50","9461",NULL,,"373-374"
"4112","36","9461",NULL,,"111-112"
"4114","566","3029",NULL,,"17."
"4116","568","5461",NULL,"tolls","60, 99-100"
"4118","76","7060",NULL,"tolls","18"
"4120","570","2040",NULL,,"167 - 173."
"4122","572","186",NULL,"fairs","120"
"4124","574","4332",NULL,,"Leimbach, Schwalm-Eder-Kreis (accessed 26-10-2019)"
"4126","1300","2399",NULL,,"353."
"4128","1300","6216",NULL,,"245."
"4130","1300","2512",NULL,,"494."
"4132","1300","3899",NULL,,"509."
"4134","582","6419",NULL,,"92, 181."
"4136","540","6731",NULL,,"409f."
"4138","582","6731",NULL,,"120, 181."
"4140","540","5547",NULL,,"544."
"4142","582","5547",NULL,,"96, 181."
"4144","584","1680",NULL,,"186."
"4146","584","876",NULL,,"186."
"4150","586","5633",NULL,,"327f."
"4152","4","9473",NULL,,"349"
"4154","72","7037",NULL,,"342"
"4156","72","5627",NULL,,"293"
"4158","520","8927",NULL,,"298-302"
"4160","520","2850",NULL,,"236"
"4162","520","2848",NULL,,"234"
"4164","426","9320",NULL,,"468"
"4166","520","3163",NULL,,"279"
"4168","426","5398",NULL,,"426-427"
"4170","426","4355",NULL,,"377"
"4172","426","4483",NULL,,"384"
"4174","426","7109",NULL,,"489"
"4176","426","7535",NULL,,"517"
"4178","520","420",NULL,,"32-33"
"4180","588","9334",NULL,"tolls","153"
"4184","590","9479",NULL,,
"4186","544","9481",NULL,"tolls","235"
"4188","584","3657",NULL,,"186."
"4190","586","3657",NULL,,"233."
"4192","586","8274",NULL,,"487-489."
"4194","520","3960",NULL,,"114"
"4196","520","1429",NULL,,"129f."
"4198","426","4352",NULL,,"375"
"4200","426","4350",NULL,,"374"
"4202","426","4218",NULL,,"361"
"4204","426","4312",NULL,,"368"
"4206","586","2858",NULL,,"185f."
"4208","584","4972",NULL,,"187."
"4210","520","464",NULL,,"42"
"4212","582","4972",NULL,,"120, 182."
"4214","426","6921",NULL,,"481"
"4216","586","4972",NULL,,"282f."
"4218","520","1695",NULL,,"164"
"4220","426","5053",NULL,,"414"
"4222","520","440",NULL,,"35"
"4224","520","2379",NULL,,"210"
"4226","584","1031",NULL,,"186."
"4228","592","382",NULL,,"Nr. 1053, S. 201."
"4230","586","7261",NULL,,"402-408."
"4232","584","482",NULL,,"186."
"4234","586","6890",NULL,,"385-387."
"4236","594","137",NULL,,"no. 581, p. 498."
"4238","584","4249",NULL,,"188."
"4240","586","4249",NULL,,"33-36."
"4242","586","4249",NULL,"fairs","35."
"4246","586","9507",NULL,,"287."
"4248","586","5092",NULL,,"286-295."
"4250","520","2915",NULL,,"251"
"4252","426","6627",NULL,,"471"
"4254","520","3226",NULL,,"295"
"4256","586","5092",NULL,"tolls","290"
"4258","520","2067",NULL,,"201-202"
"4260","550","942",NULL,,"91-92"
"4262","550","2227",NULL,,"96"
"4264","520","1891",NULL,,"186"
"4266","354","9217",NULL,,"690"
"4268","354","8300",NULL,,"689-690"
"4274","48","5612",NULL,,"259"
"4276","354","8059",NULL,,"653-654"
"4278","354","8302",NULL,,"692-693"
"4280","214","442",NULL,,"141"
"4282","214","4353",NULL,"tolls","205"
"4284","544","3251",NULL,"tolls","p.237"
"4286","38","584",NULL,,"60"
"4288","4","7478",NULL,,"134"
"4290","6","9454",NULL,,"162-165"
"4292","60","9539",NULL,,"243"
"4294","590","9540",NULL,,
"4296","598","3251",NULL,"tolls","XXII, 613, 963"
"4298","600","3251",NULL,"tolls","9"
"4300","48","8526",NULL,,"364"
"4302","48","7684",NULL,,"320"
"4304","48","3311",NULL,,"205"
"4306","48","4459",NULL,,"230"
"4308","48","8303",NULL,,"349-350"
"4310","48","2759",NULL,,"172-173"
"4314","48","6360",NULL,,"263"
"4316","48","7083",NULL,,"298"
"4318","48","6463",NULL,,"273"
"4320","48","9026",NULL,,"362"
"4322","48","3694",NULL,,"212"
"4324","48","4527",NULL,,"236-237"
"4326","48","6433",NULL,,"270-271"
"4328","38","376",NULL,,"46"
"4330","602","8274",NULL,,"134f."
"4332","582","4333",NULL,,"130, 184."
"4334","604","9543",NULL,,
"4336","48","6864",NULL,,"285-286"
"4338","38","4431",NULL,,"362"
"4340","606","9540",NULL,,
"4342","156","170",NULL,,"231"
"4344","156","7533",NULL,,"221"
"4346","156","5052",NULL,,"208"
"4348","156","4323",NULL,,"95"
"4350","156","7551",NULL,,"154-155"
"4352","156","7550",NULL,,"153"
"4354","354","9215",NULL,,"489-490"
"4356","550","1014",NULL,,"107-108"
"4358","156","4852",NULL,,"103-104"
"4360","156","8130",NULL,,"168"
"4362","354","7420",NULL,,"598-599"
"4364","354","9024",NULL,,"618"
"4366","156","7997",NULL,,"164"
"4368","156","8083",NULL,,"226"
"4370","156","7998",NULL,,"224"
"4372","590","9544",NULL,,
"4374","156","8539",NULL,,"177-178"
"4376","354","3755",NULL,,"602-603"
"4378","550","4869",NULL,,"97-98"
"4380","354","3750",NULL,,"557-558"
"4382","354","9004",NULL,,"558"
"4384","318","4206",NULL,,"246"
"4388","540","112",NULL,"staple","4"
"4390","214","5381",NULL,,"216-217"
"4392","540","112",NULL,,"2-4"
"4394","318","8475",NULL,,"405"
"4396","318","1488",NULL,,"101-102"
"4398","318","5901",NULL,,"320"
"4402","318","801",NULL,,"68-69"
"4404","606","9544",NULL,,
"4406","318","8924",NULL,,"178-179"
"4408","318","2732",NULL,,"162"
"4410","318","5331",NULL,,"93-94"
"4412","318","8340",NULL,,"398-399"
"4414","318","6323",NULL,,"330-331"
"4416","318","5210",NULL,,"299-300"
"4418","608","721",NULL,,"34-35"
"4420","590","9545",NULL,,
"4422","606","9545",NULL,,
"4424","608","2872",NULL,,"78-79"
"4426","606","9479",NULL,,
"4428","608","8864",NULL,,"p. 142f."
"4430","608","273",NULL,,"p. 28"
"4432","608","794",NULL,,"p. 134"
"4434","360","3610",NULL,,"105, 277"
"4436","610","3050",NULL,,
"4440","614","2151",NULL,"fairs","27f."
"4442","614","7374",NULL,"fairs","28."
"4444","614","3267",NULL,"fairs","30."
"4446","614","2151",NULL,"tolls","30."
"4448","610","2837",NULL,,
"4450","38","4597",NULL,,"375"
"4452","318","4597",NULL,,"263-264"
"4454","318","714",NULL,,"63-64"
"4456","318","3174",NULL,,"210-211"
"4458","38","6774",NULL,,"542"
"4460","610","6774",NULL,,
"4462","38","6113",NULL,,"492"
"4464","318","6113",NULL,,"321"
"4466","612","2467",NULL,,
"4468","610","2931",NULL,,
"4470","612","89",NULL,,
"4472","612","6319",NULL,,
"4474","612","2427",NULL,,
"4476","610","4647",NULL,,
"4478","610","124",NULL,,
"4480","612","6343",NULL,,
"4482","612","8256",NULL,,
"4484","610","1928",NULL,,
"4486","612","1951",NULL,,
"4488","612","90",NULL,,
"4490","610","5581",NULL,,
"4494","612","3026",NULL,,
"4496","612","6087",NULL,,
"4498","610","1734",NULL,,
"4500","612","7920",NULL,,
"4502","610","616",NULL,,
"4504","612","2729",NULL,,
"4506","610","1448",NULL,,
"4508","612","3137",NULL,,
"4510","616","9548",NULL,,"76-78"
"4512","616","9549",NULL,,"85"
"4516","616","1330",NULL,,"85-86"
"4518","616","9287",NULL,,"84-86"
"4520","428","1330",NULL,"tolls","232"
"4522","60","1330",NULL,"tolls","97"
"4526","590","9555",NULL,,
"4528","606","9555",NULL,,
"4536","606","9557",NULL,,
"4538","590","9558",NULL,,
"4540","590","9559",NULL,,
"4542","606","9559",NULL,,
"4544","612","507",NULL,,
"4546","612","1247",NULL,,
"4548","612","4750",NULL,,
"4550","612","8158",NULL,,
"4552","612","1007",NULL,,
"4554","612","867",NULL,,
"4556","612","4275",NULL,,
"4558","612","2742",NULL,,
"4560","612","7705",NULL,,
"4562","612","8900",NULL,,
"4564","612","8294",NULL,,
"4566","618","8235",NULL,,"202-203"
"4568","618","3415",NULL,,"106-107"
"4570","610","3620",NULL,,
"4572","618","8605",NULL,,"213-214"
"4574","610","1913",NULL,,
"4576","618","2481",NULL,,"48"
"4578","610","6827",NULL,,
"4580","38","6827",NULL,,"547"
"4582","610","2093",NULL,,
"4584","610","3103",NULL,,
"4586","618","4431",NULL,,"126"
"4588","610","7383",NULL,,
"4590","610","4709",NULL,,
"4592","618","3313",NULL,,"101-102"
"4594","618","8403",NULL,,"207"
"4596","610","6063",NULL,,
"4598","610","1789",NULL,,
"4600","618","5616",NULL,,"153-154"
"4602","618","335",NULL,,"24-25"
"4604","610","2769",NULL,,
"4606","610","4835",NULL,,
"4608","612","542",NULL,,
"4610","610","1725",NULL,,
"4612","610","409",NULL,,
