"ID","Nodes_ID","Year","Inhabitants"
"3598","7814","1400","10"
"3600","7814","1500","8"
"3602","7814","1550","6"
"3604","7814","1600","5"
"3606","7814","1650","4"
"3608","7821","1300","0"
"3610","7821","1400","1"
"3612","7821","1500","2"
"3614","7821","1550","3"
"3616","7821","1600","2"
"3618","7821","1650","1"
"3620","7850","1300","2"
"3622","7850","1400","1"
"3624","7850","1500","2"
"3626","7850","1550","3"
"3628","7850","1600","4"
"3630","7850","1650","5"
"3632","7912","1300","7"
"3634","7912","1400","9"
"3636","7912","1500","16"
"3638","7912","1550","18"
"3640","7912","1600","21"
"3642","7912","1650","14"
"3644","7919","1300","2"
"3646","7919","1400","1"
"3648","7919","1500","3"
"3650","7919","1550","4"
"3652","7919","1600","5"
"3654","7919","1650","2"
"3656","7944","1300","6"
"3658","7944","1400","13"
"3660","7944","1500","25"
"3662","7944","1550","27"
"3664","7944","1600","30"
"3666","7944","1650","30"
"3668","7984","1300","2"
"3670","7984","1400","1"
"3672","7984","1500","1"
"3674","7984","1550","2"
"3676","7984","1600","2"
"3678","7984","1650","2"
"3680","7991","1300","1"
"3682","7991","1400","1"
"3684","7991","1500","1"
"3686","7991","1550","1"
"3688","7991","1600","1"
"3690","7991","1650","1"
"3692","7992","1300","0"
"3694","7992","1400","1"
"3696","7992","1500","2"
"3698","7992","1550","2"
"3700","7992","1600","2"
"3702","7992","1650","3"
"3704","8000","1300","1"
"3706","8000","1400","1"
"3708","8000","1500","3"
"3710","8000","1550","4"
"3712","8000","1600","5"
"3714","8000","1650","6"
"3716","8005","1300","2"
"3718","8005","1400","1"
"3720","8005","1500","2"
"3722","8005","1550","3"
"3724","8005","1600","4"
"3726","8005","1650","4"
"3728","8038","1300","4"
"3730","8038","1400","3"
"3732","8038","1500","3"
"3734","8038","1550","4"
"3736","8038","1600","5"
"3738","8038","1650","5"
"3740","8041","1300","2"
"3742","8041","1400","1"
"3744","8041","1500","2"
"3746","8041","1550","2"
"3748","8041","1600","2"
"3750","8041","1650","3"
"3752","8185","1300","2"
"3754","8185","1400","1"
"3756","8185","1500","2"
"3758","8185","1550","3"
"3760","8185","1600","5"
"3762","8185","1650","4"
"3764","8205","1300","2"
"3766","8205","1400","1"
"3768","8205","1500","5"
"3770","8205","1550","8"
"3772","8205","1600","12"
"3774","8205","1650","13"
"3776","8229","1300","1"
"3778","8229","1400","1"
"3780","8229","1500","1"
"3782","8229","1550","1"
"3784","8229","1600","2"
"3786","8229","1650","2"
"3788","8242","1300","1"
"3790","8242","1400","1"
"3792","8242","1500","5"
"3794","8242","1550","6"
"3796","8242","1600","5"
"3798","8242","1650","5"
"3812","8272","1300","2"
"3814","8272","1400","1"
"3816","8272","1500","1"
"3818","8272","1550","2"
"3820","8272","1600","2"
"3822","8272","1650","3"
"3824","8323","1300","2"
"3826","8323","1400","1"
"3828","8323","1500","2"
"3830","8323","1550","2"
"3832","8323","1600","2"
"3834","8323","1650","2"
"3836","8345","1300","3"
"3838","8345","1400","6"
"3840","8345","1500","6"
"3842","8345","1550","6"
"3844","8345","1600","6"
"3846","8345","1650","5"
"3848","8379","1300","6"
"3850","8379","1400","4"
"3852","8379","1500","2"
"3854","8379","1550","3"
"3856","8379","1600","3"
"3858","8379","1650","3"
"3860","8428","1300","1"
"3862","8428","1400","1"
"3864","8428","1500","1"
"3866","8428","1550","1"
"3868","8428","1600","1"
"3870","8428","1650","1"
"3872","8461","1300","3"
"3874","8461","1400","7"
"3876","8461","1500","20"
"3878","8461","1550","28"
"3880","8461","1600","40"
"3882","8461","1650","40"
"3884","8488","1300","1"
"3886","8488","1400","1"
"3888","8488","1500","1"
"3890","8488","1550","1"
"3892","8488","1600","2"
"3894","8488","1650","2"
"3896","8505","1300","8"
"3898","8505","1400","6"
"3900","8505","1500","9"
"3902","8505","1550","5"
"3904","8505","1600","3"
"3906","8505","1650","4"
"3908","8513","1300","3"
"3910","8513","1400","2"
"3912","8513","1500","2"
"3914","8513","1550","2"
"3916","8513","1600","3"
"3918","8513","1650","4"
"3920","8580","1300","2"
"3922","8580","1400","1"
"3924","8580","1500","2"
"3926","8580","1550","3"
"3928","8580","1600","4"
"3930","8580","1650","6"
"3932","8597","1300","1"
"3934","8597","1400","1"
"3936","8597","1500","1"
"3938","8597","1550","1"
"3940","8597","1600","1"
"3942","8597","1650","1"
"3944","8612","1300","0"
"3946","8612","1400","1"
"3948","8612","1500","2"
"3950","8612","1550","2"
"3952","8612","1600","2"
"3954","8612","1650","3"
"3956","8654","1300","7"
"3958","8654","1400","6"
"3960","8654","1500","7"
"3962","8654","1550","8"
"3964","8654","1600","10"
"3966","8654","1650","12"
"3968","8704","1300","0"
"3970","8704","1400","0"
"3972","8704","1500","0"
"3974","8704","1550","0"
"3976","8704","1600","5"
"3978","8704","1650","5"
"3980","8752","1300","2"
"3982","8752","1400","1"
"3984","8752","1500","2"
"3986","8752","1550","2"
"3988","8752","1600","2"
"3990","8752","1650","3"
"3992","8754","1300","2"
"3994","8754","1400","1"
"3996","8754","1500","1"
"3998","8754","1550","2"
"4000","8754","1600","2"
"4002","8754","1650","3"
"4004","8763","1300","9"
"4006","8763","1400","5"
"4008","8763","1500","6"
"4010","8763","1550","6"
"4012","8763","1600","7"
"4014","8763","1650","7"
"4016","8807","1300","2"
"4018","8807","1400","5"
"4020","8807","1500","5"
"4022","8807","1550","6"
"4024","8807","1600","6"
"4026","8807","1650","7"
"4028","8819","1300","1"
"4030","8819","1400","1"
"4032","8819","1500","0"
"4034","8819","1550","0"
"4036","8819","1600","1"
"4038","8819","1650","1"
"4040","8827","1300","2"
"4042","8827","1400","1"
"4044","8827","1500","1"
"4046","8827","1550","2"
"4048","8827","1600","3"
"4050","8827","1650","3"
"4052","8844","1300","1"
"4054","8844","1400","1"
"4056","8844","1500","1"
"4058","8844","1550","2"
"4060","8844","1600","2"
"4062","8844","1650","3"
"4064","8853","1300","4"
"4066","8853","1400","6"
"4068","8853","1500","3"
"4070","8853","1550","6"
"4072","8853","1600","5"
"4074","8853","1650","5"
"4076","8862","1300","3"
"4078","8862","1400","2"
"4080","8862","1500","4"
"4082","8862","1550","5"
"4084","8862","1600","6"
"4086","8862","1650","5"
"4088","8866","1300","3"
"4090","8866","1400","3"
"4092","8866","1500","7"
"4094","8866","1550","7"
"4096","8866","1600","9"
"4098","8866","1650","11"
"4100","8876","1300","8"
"4102","8876","1400","5"
"4104","8876","1500","7"
"4106","8876","1550","7"
"4108","8876","1600","20"
"4110","8876","1650","27"
"4112","8901","1300","0"
"4114","8901","1400","1"
"4116","8901","1500","4"
"4118","8901","1550","4"
"4120","8901","1600","5"
"4122","8901","1650","6"
"4124","8902","1300","2"
"4126","8902","1400","2"
"4128","8902","1500","3"
"4130","8902","1550","4"
"4132","8902","1600","5"
"4134","8902","1650","3"
"4136","981","1300","12"
"4138","981","1400","10"
"4140","981","1500","25"
"4142","981","1550","32"
"4144","981","1600","40"
"4146","981","1650","40"
"4148","8950","1300","0"
"4150","8950","1400","1"
"4152","8950","1500","2"
"4154","8950","1550","3"
"4156","8950","1600","3"
"4158","8950","1650","2"
"4160","11875","1300","1"
"4162","11875","1400","1"
"4164","11875","1500","1"
"4166","11875","1550","1"
"4168","11875","1600","1"
"4170","11875","1650","1"
"4172","10318","1300","2"
"4174","10318","1400","1"
"4176","10318","1500","1"
"4178","10318","1550","1"
"4180","10318","1600","2"
"4182","10318","1650","2"
"4184","10547","1300","2"
"4186","10547","1400","1"
"4188","10547","1500","2"
"4190","10547","1550","3"
"4192","10547","1600","4"
"4194","10547","1650","5"
"4196","0","0","0"
"4198","11862","1300","3"
"4200","11862","1400","2"
"4202","11862","1500","5"
"4204","11862","1550","8"
"4206","11862","1600","12"
"4208","11862","1650","14"
"4210","11861","1300","2"
"4212","11861","1400","1"
"4214","11861","1500","4"
"4216","11861","1550","4"
"4218","11861","1600","5"
"4220","11861","1650","5"
"4222","11913","1300","2"
"4224","11913","1400","1"
"4226","11913","1500","2"
"4228","11913","1550","2"
"4230","11913","1600","2"
"4232","11913","1650","3"
"4234","11918","1300","2"
"4236","11918","1400","1"
"4238","11918","1500","2"
"4240","11918","1550","2"
"4242","11918","1600","2"
"4244","11918","1650","3"
"4246","11915","1300","2"
"4248","11915","1400","1"
"4250","11915","1500","4"
"4252","11915","1550","5"
"4254","11915","1600","7"
"4256","11915","1650","11"
"4258","9608","1300","2"
"4260","9608","1400","1"
"4262","9608","1500","1"
"4264","9608","1550","1"
"4266","9608","1600","2"
"4268","9608","1650","2"
"4270","11709","1300","7"
"4272","11709","1400","5"
"4274","11709","1500","6"
"4276","11709","1550","7"
"4278","11709","1600","8"
"4280","11709","1650","4"
"4282","10545","1300","1"
"4284","10545","1400","1"
"4286","10545","1500","1"
"4288","10545","1550","1"
"4290","10545","1600","1"
"4292","10545","1650","2"
"4294","10688","1300","2"
"4296","10688","1400","1"
"4298","10688","1500","2"
"4300","10688","1550","1"
"4302","10688","1600","1"
"4304","10688","1650","1"
"4306","10698","1300","1"
"4308","10698","1400","3"
"4310","10698","1500","5"
"4312","10698","1550","5"
"4314","10698","1600","5"
"4316","10698","1650","5"
"4318","12882","1300","0"
"4320","12882","1400","1"
"4322","12882","1500","1"
"4324","12882","1550","1"
"4326","12882","1600","1"
"4328","12882","1650","1"
